node_1,node_2,edge
aibileen clark,elizabeth leefolt,Aibileen is an African-American domestic worker who takes care of Elizabeth's two-year-old daughter Mae Mobley.
minny jackson,mrs. walters,Minny works as a maid for Mrs. Walters and her daughter Hillary Holbrook.
hilly holbrook,elizabeth leefolt,Both Elizabeth and Hilly are mutual friends.
eugenia phelan,elaine stein,"Skeeter applies for a job at Harper & Row NYC but is rejected by Elaine Stein, an editor there."
constantine,charlotte phelan,"When Skeeter's mother Charlotte tells her that Constantine quit, Skeeter doesn't believe her."
minny jackson,hilly holbrook,"After using the indoor bathroom during a tornado, Minny is fired by Hilly who spreads a lie that she stole from her."
skeeter phelan,elizabeth leefolt,"Skeeter works as a housekeeping columnist for Elizabeth, who witnesses the systemic racism and mistreatment of maids."
hilly holbrook,elizabeth leefolt's social circle,Hilly is a member of Elizabeth's social circle.
celia rae foote,minny,"Celia, a pregnant housewife, hires Minny as a maid without telling her husband due to the size of their home and inability to cook. Celia reveals her miscarriage and shotgun wedding to Minny after she treats her black eye caused by her husband's violence."
minny,aibileen,"Aibileen and Minny, two maids, let Skeeter interview them after attending a dynamic sermon."
skeeter,elaine stein,Elaine Stein tells Skeeter she needs many more maid's stories for her book but fear of retribution prevents others from coming forward.
aibileen,skeeter,Aibileen shares her tragic story about the death of her only son due to his negligent foreman after an on-the-job accident with Skeeter.
hilly,skeeter,Skeeter submits an embarrassing misprint instead of publishing a piece about Hilly's 'separate but equal' bathrooms for fear of retribution.
hilly,yule may davis,"Hilly refuses to advance money to her new maid, Yule May Davis, who needs $75 to send both her twins to Tougaloo College."
yule may davis,ring,"Yule May Davis pawns a lost ring she found under a sofa and is violently arrested after Hilly reports her, leading to more maids sharing their stories due to the events surrounding Medgar Evers' assassination."
constantine,rachel,"During a Daughters of America luncheon at her home, Charlotte fired Constantine when her daughter Rachel refused to enter the house through the kitchen."
charlotte,rachel,"Charlotte's daughter Rachel subsequently moved her heartbroken mother to Chicago, where she later died."
skeeter,charlotte,Skeeter confronts Charlotte about Constantine's departure.
minny,hilly,"Minny reveals the 'terrible awful' as a form of insurance. After her termination, Minny brought Hilly her famous chocolate pie but reveals – after Hilly had finished two slices – she had baked her own excrement into it."
hilly,mother,Hilly sends her mother to a nursing home for laughing about it.
skeeter,the help,"After 'The Help' is published anonymously and read widely by black and white communities of Jackson, Skeeter shares the proceeds with the maids, who each get the equivalent of several weeks' pay, with 'more to come.'"
skeeter,stuart,"Skeeter's boyfriend Stuart breaks up with her, realizing she wrote it."
aibileen,elizabeth,"Hilly pressures Elizabeth to fire Aibileen, claiming she has stolen silverware. As Aibileen bids farewell to Mae, who's crying for her, she begs Elizabeth to love her daughter, who also cries. As she's leaving, she decides to quit domestic work to become a writer."
hilly,elizabeth,"Pressures Elizabeth to fire Aibileen, claiming she has stolen silverware."
aibileen,mae,"As Aibileen bids farewell to Mae, who's crying for her, she begs Elizabeth to love her daughter, who also cries."
johnny,minny,"Johnny tells Minny he knows she has been working at their house and promises her permanent job security, so she and her children can leave her abusive husband."
charlotte,hilly,Orders Hilly off the property.
minny,celia,"Minny subtly reveals the ""terrible awful"" to Celia, calling her ""Two Slice Hilly"""
