node_1,node_2,edge
replicants,slave labor,"Bioengineered humans known as replicants are still used for slave labor in the year 2049, as mentioned in the details of the movie's plot."
kd6-3.7,blade runner,"In the context provided, K (short for serial number, KD6-3.7) is a Nexus-9 replicant who works as a 'blade runner' for the Los Angeles Police Department."
sapper morton,rogue replicant models,"K retires a rogue replicant model named Sapper Morton, as mentioned in the context provided."
female replicant,biological reproduction,"The remains of a female replicant who died during a caesarean section are found by K at Morton's farm. This discovery raises the question of whether replicants can reproduce biologically, which was previously thought impossible."
rachael,experimental nexus 7 replicant,"The deceased female replicant found by K at Morton's farm is identified as Rachael, an experimental Nexus 7 replicant."
lt. joshi,superior,"In the context provided, Lt. Joshi is K's superior in the Los Angeles Police Department."
wallace corporation,successor to tyrell corporation,"According to the details of the movie's plot, the Wallace Corporation succeeds the Tyrell Corporation in manufacturing replicants."
dna archives,identify female replicant,DNA archives are used to identify the deceased female replicant found by K at Morton's farm as Rachael.
rick deckard,romantic ties with rachael,"According to the context provided, Rick Deckard had romantic ties with Rachael, an experimental Nexus 7 replicant."
niander wallace,ceo of wallace corporation,"In the context provided, Niander Wallace is the CEO of the Wallace Corporation, which succeeds the Tyrell Corporation in manufacturing replicants."
luv,replicant enforcer,"According to the context provided, Niander Wallace sends his replicant enforcer named Luv to monitor K."
joi,holographic ai girlfriend,"In the context provided, K has a holographic AI girlfriend named Joi."
6.10.21,carved into tree trunk,"The date 6.10.21 is carved into the tree trunk at Morton's farm, and it is recognized by K as a memory from his childhood."
toy horse,ornament,K hides the toy horse in a furnace at an orphanage in his memories. K finds the same toy horse in the furnace of the same orphanage while investigating. The orphanage is familiar to K because of his memories.
k,replicant child,"LAPD records show two children born on the same date with identical DNA, but only the boy is listed as alive. K tracks down the surviving child to an orphanage, but the records from that year are missing."
k,memory designer dr. ana stelline,"Dr. Stelline confirms that K's memory of the orphanage is authentic, leading K to conclude he is Rachael's son."
k,baseline test,"K fails a baseline test, marking him as rogue. Joshi gives K 48 hours to pass the test or face retirement."
joi,replicant child,"K implies to Joshi that he killed the replicant child, and she responds by giving him 48 hours to pass a baseline test or face retirement."
deckard,father of rachael's child,Deckard informs K that he is the father of Rachael's child and scrambled the birth records to protect their offspring's identity.
deckard,custody of the replicant freedom movement,Deckard left the child in the custody of the replicant freedom movement.
luv,joshi,Luv kills Joshi and tracks K to Las Vegas.
mariette,joi,Joi hires replicant prostitute Mariette as a surrogate for her to have sex with K.
mariette,tracker,Mariette places a tracker on K's jacket prior to being sent away by a jealous Joi.
mariette,the replicant freedom movement,uses tracker to rescue K
wallace,deckard,offers duplicate Rachael in exchange for information about child's whereabouts
deckard,k,fights and drowns Luv to death but is severely wounded in the process
