node_1,node_2,edge
leonardo dicaprio,dom cobb,"DiCaprio played the role of Dom Cobb, a professional thief who specializes in conning secrets from his victims by infiltrating their dreams."
leonardo dicaprio,dom cobb's role is compared to 'the haunted widower in a gothic romance',"DiCaprio's character, Dom Cobb, is compared to 'the haunted widower in a Gothic romance'."
leonardo dicaprio,cobb's role,"DiCaprio played the role of Cobb, who is hired by Saito for their mission."
leonardo dicaprio,dom cobb,"In the context, DiCaprio portrayed Dom Cobb in the film 'Inception'."
ken watanabe,saito,"Watanabe played the role of Saito, a Japanese businessman who employs Cobb for their mission."
ken watanabe,saito's role is different in every dream level,Watanabe tried to emphasize a different characteristic of Saito in every dream level.
ken watanabe,"saito's role in the first chapter is magical, powerful","In the context, it is mentioned that Watanabe portrayed Saito's role as magical and powerful in the first dream level."
ken watanabe,saito's role in the second chapter is sharp and more calm,"In the context, it is mentioned that Watanabe portrayed Saito's role as sharp and more calm in the old hotel."
ken watanabe,saito's role in any movie,"Nolan wrote the role of Saito with Watanabe in mind, as he wanted to work with him again after 'Batman Begins'."
ken watanabe,saito's role in inception,"In the context, it is mentioned that Saito's role was in 'Inception'."
leonardo dicaprio,saito,"DiCaprio's character, Dom Cobb, is hired by Saito for their mission."
ken watanabe,dom cobb,"In the context, it is mentioned that Ken Watanabe's character, Saito, hired Leonardo DiCaprio's character, Dom Cobb."
arthur,cobb's partner,"Joseph Gordon-Levitt compared Arthur to the producer of Cobb's art, ""the one saying, 'Okay, you have your vision; now I'm going to figure out how to make all the nuts and bolts work so you can do your thing'"". This highlights the collaborative nature of their partnership."
arthur,extractor abilities,"As an extractor, Cobb's partner Arthur is necessary for his missions. Gordon-Levitt did all but one of his stunt scenes, indicating a high level of skill and proficiency in this role."
mal,cobb's wife,Mal is a manifestation of Cobb's guilt about the real cause of Mal's suicide. This highlights the impact of his actions on their relationship.
mal,projections,"Cobb is unable to control these projections of Mal, challenging his abilities as an extractor. This indicates a level of unpredictability and complexity in their relationship."
mal,femme fatale,"Nolan described Mal as 'the essence of the femme fatale,' emphasizing her archetypal qualities."
mal,cotillard's performance,"DiCaprio praised Cotillard's performance, stating that 'she can be strong and vulnerable and hopeful and heartbreaking all in the same moment.' This highlights the nuanced portrayal of Mal by Cotillard."
ariadne,graduated student of architecture,Ariadne is a graduated student of architecture.
ariadne,is recruited,"Ariadne is recruited to construct the various dreamscapes, which are described as mazes."
ariadne,is a protagonist,"In the context, Ariadne is portrayed as one of the main characters."
eames,is an associate of cobb,Hardy's character Eames is a sharp-tongued associate of Cobb.
eames,specializes in identity theft,"Hardy describes his character as a fence but his specialty is forgery, more accurately identity theft."
eames,manipulates fischer,Eames uses his ability to impersonate others inside the dream world in order to manipulate Fischer.
eames,is portrayed as a sharp-tongued character,"In the context, Eames is described as having a sharp tongue."
robert fischer,rupert murdoch's sons,"similarity in personality and upbringing, as both Fischer and the sons of Rupert Murdoch are portrayed as privileged individuals lacking emotionally"
robert fischer,peter browning,"Father-son relationship, with Browning acting as a surrogate father to Fischer and being more present in his life than his own father"
stephen miles,cobb,"mentorship and familial relationship, with Miles being Cobb's mentor and father-in-law"
yusuf,"people who want to do unsupervised, unregistered, and unapproved work in the field of pharmacology","resourceful relationship, with Yusuf being a pharmacologist who provides resources for people who prefer to work outside the law"
nash,cobb's team,"betrayal and replacement relationship, with Nash betraying Cobb's team and being replaced by Ariadne"
lukas haas,nash,"Lukas Haas plays the role of Nash, an architect in Cobb's employment who betrays the team."
nash,cobb,Nash is employed by Cobb.
talulah riley,blonde,"In the movie, Talulah Riley plays a woman named Blonde whom Eames disguises himself as in a dream."
eames,blonde,"Eames disguises himself as the character played by Talulah Riley, who is credited as 'Blonde'."
pete postlethwaite,maurice fischer,"Pete Postlethwaite plays the role of Maurice Fischer, the dying founder of a business empire and Robert Fischer's father."
robert fischer,maurice fischer,"Robert Fischer is related to Maurice Fischer, who is his father."
