node_1,node_2,edge
wakanda,meteorite containing vibranium,"Thousands of years ago, five African tribes war over a meteorite containing the metal vibranium. One warrior ingests a 'heart-shaped herb' affected by the metal and gains superhuman abilities, becoming the first 'Black Panther'. He unites all but the Jabari Tribe to form the nation of Wakanda."
wakanda,vibranium,"Over centuries, the Wakandans use vibranium to develop advanced technologies and isolate themselves from the world by posing as an underdeveloped country."
t'chaka,n'jobu,"In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California."
t'chaka,n'jobu (undercover),T'Chaka accuses N'Jobu of assisting black-market arms dealer Ulysses Klaue with stealing vibranium from Wakanda.
t'chaka,n'jobu (undercover) (revealed to be zuri),"In the present day, following T'Chaka's death, his son T'Challa returns to Wakanda to assume the throne. He and Okoye, leader of the Dora Milaje, extract T'Challa's ex-lover Nakia from an undercover assignment so she can attend his coronation ceremony with his mother Ramonda and younger sister Shuri. At the ceremony, the Jabari Tribe's leader M'Baku challenges T'Challa for the crown in ritual combat without the benefit of the heart-shaped herb."
t'challa,m'baku,"When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and"
klaue,erik stevens,"When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum,"
t'challa,klaue,"When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive."
t'challa,erik stevens,"A firefight erupts, and Klaue attempts to flee but is caught by T'Challa, who reluctantly releases him to Ross's custody."
t'challa,everett k. ross,"When Klaue plans to sell the artifact to CIA agent Everett K. Ross, T'Challa, Okoye, and Nakia travel to Busan, South Korea."
erik stevens,klaue,Erik attacks and extracts Klaue as Ross is gravely injured protecting Nakia.
w'kabi,t'challa,W'Kabi urges him to bring Klaue back alive.
nakia,erik stevens,Nakia is rescued by Erik.
everett k. ross,wakanda,"T'Challa takes Ross to Wakanda, where their technology can save him."
t'challa,zuri,T'Challa confronts Zuri about N'Jobu.
n'jobu,t'chaka,"Before T'Chaka could arrest N'Jobu,"
zuri,n'jobu,ordered Zuri to lie that N'Jobu had disappeared
erik stevens,killmonger,Killmonger kills Klaue and takes his body to Wakanda.
erik stevens,n'jadaka,"This boy grew up to be Erik, a black ops U.S. Navy SEAL who adopted the nickname ""Killmonger"". Meanwhile,"
t'challa,erik stevens,"is brought before the tribal elders,"
killmonger,n'jadaka,"Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
killmonger,t'challa,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
killmonger,wakandan weapons,Prepares to distribute shipments of Wakandan weapons to operatives worldwide.
nakia,killmonger,"Supported by W'Kabi and his army, prepares to distribute shipments of Wakandan weapons to operatives worldwide."
shuri,w'kabi and his army,"Fight Shuri, Nakia, and the Dora Milaje while Ross remotely pilots a jet and shoots down the planes carrying vibranium weapons before they can leave Wakanda."
m'baku,killmonger,"Confronted by Okoye, W'Kabi and his army stand down."
t'challa,killmonger,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him."
killmonger,peaceful death,"Refuses to be healed, choosing to die as a free man rather than be incarcerated; T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully."
nakia,t'challa,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
ross,planes carrying vibranium weapons,Remotely pilots a jet and shoots down the planes carrying vibranium weapons before they can leave Wakanda.
shuri,ross,"Fight Shuri, Nakia, and the Dora Milaje while Ross remotely pilots a jet and shoots down the planes carrying vibranium weapons before they can leave Wakanda."
t'challa,nakia's herb,"Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
shuri,killmonger's suit,Disrupts Killmonger's suit and stabs him.
t'challa,killmonger,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully."
wakanda,outreach center,"T'Challa establishes an outreach center at the building where N'Jobu died, to be run by Nakia and Shuri."
nakia,shuri,Both Nakia and Shuri will run the outreach center established by T'Challa at the building where N'Jobu died.
t'challa,united nations,T'Challa appears before the United Nations to reveal Wakanda's true nature to the world in a mid-credits scene.
bucky barnes,shuri,Shuri helps Bucky Barnes with his rehabilitation in a post-credits scene.
