node_1,node_2,edge
ruby rossi,duet partner,assigned by Mr. Bernardo 'Mr. V' Villalobos
frank,local board,struggle against new fees and sanctions imposed by
leo,fishing business,dependence on Ruby Rossi's interpretation skills for communication with customers
frank,new fishing company,plans to start in order to get around new restrictions imposed by the local board
fishing boats,local harbor,disappearance from due to new fees and sanctions imposed by the local board
frank,other local fishermen,invitation to join his new fishing company
ruby rossi,berkeley college of music,encouraged by Mr. Bernardo 'Mr. V' Villalobos to audition for
mr. bernardo 'mr. v' villalobos,private lessons for ruby rossi,offered as preparation for her Berklee College of Music audition
ruby rossi,latecomer to mr. bernardo 'mr. v' villalobos' lessons,due to her increasing commitments to the family business
ruby,mr. v,constant tardiness to their lessons leads to irritation and chastisement from Mr. V due to wasting his time and lack of care for music
ruby,family,"joins the business full-time instead of going to college, leads to supportive parents but angry reaction from Leo"
leo,ruby,angrily reacts to Ruby's decision not to go to college and insists that they can manage without her talent
ruby,miles,"sees each other before Ruby's Berklee audition, where Miles reveals failure at his own audition"
ruby,boston,Ruby and her family drive to Boston with Ruby for her Berklee audition.
ruby,berklee,Ruby goes to Berklee College of Music for her audition in Boston.
ruby,miles,"Before Ruby's Berklee audition, she meets Miles who wishes her luck and fails at his own audition."
mr. v,ruby,"During Ruby's Berklee audition, Mr. V accompanies her on the piano."
ruby,joni mitchell,"Ruby sings 'Both Sides, Now' by Joni Mitchell during her Berklee audition and signs along so her family can understand."
hearing workers,family's fishing business,The hearing workers in the family's fishing business learn sign language to communicate with and interpret for the family.
ruby,gertie,"After Ruby's acceptance into Berklee, Gertie drives her to Boston for college as the family sees them off."
ruby,family,"Before leaving for college, Ruby signs 'I love you so much' (literal translation: 'I really love you') to her family as they drive away."
