node_1,node_2,edge
bale,nolan,was contacted about the script by
scarlett johansson,olivia wenscombe,Scarlett Johansson portrays Olivia Wenscombe in the movie.
nolan,johansson,Christopher Nolan was 'very keen' for Scarlett Johansson to play the role of Olivia Wenscombe in the movie.
angier,olivia wenscombe,"Scarlett Johansson's character, Olivia Wenscombe, is an assistant to Angier."
piper perabo,julia mccullough,Piper Perabo portrays Julia McCullough in the movie.
milton the magician,julia mccullough,Julia McCullough is an assistant and wife of Milton the Magician.
rebecca hall,sarah borden,Rebecca Hall portrays Sarah Borden in the movie.
borden,sarah borden,Sarah Borden is a wife of Borden.
david bowie,nikola tesla,Christopher Nolan wanted David Bowie to play the role of Nikola Tesla because he was 'extraordinarily charismatic' and no one else could possibly play the part.
tesla,nikola tesla,David Bowie portrays Nikola Tesla in the movie.
andy serkis,tesla,"Serkis played Tesla's assistant, Mr. Alley, with the belief that he was 'once a corporation man who got excited by this maverick, so jumped ship and went with the maverick'"
andy serkis,mr. alley,"Serkis described Alley as 'a gatekeeper', a 'conman', and 'a mirror image of Michael Caine's character'"
ricky jay,angier,Jay employed Angier and Borden at the beginning of their careers as Milton the Magician
ricky jay,borden,Jay employed Angier and Borden at the beginning of their careers as Milton the Magician
w. morgan sheppard,merrit,"Sheppard played Merrit, the owner of a theater where Angier initially performs"
roger rees,owens,"Rees played Owens, a solicitor working for Lord Caldlow"
daniel davis,judge,Davis played the judge presiding over Borden's trial
