node_1,node_2,edge
dr. ryan stone,"lake zurich, illinois","Sandra Bullock's character in the movie 'Gravity' is a medical engineer and mission specialist from Lake Zurich, Illinois, who is on her first space mission."
dr. ryan stone,medical engineer and mission specialist,Sandra Bullock's character in the movie 'Gravity' is a medical engineer and mission specialist.
lieutenant matthew 'matt' kowalski,dr. ryan stone,Sandra Bullock's character Dr. Ryan Stone is on the same space mission as George Clooney's character Lieutenant Matthew 'Matt' Kowalski in the movie 'Gravity'.
lieutenant matthew 'matt' kowalski,commander of the team,George Clooney's character Lieutenant Matthew 'Matt' Kowalski is the commander of the team in the movie 'Gravity'.
lieutenant matthew 'matt' kowalski,veteran astronaut,George Clooney's character Lieutenant Matthew 'Matt' Kowalski is a veteran astronaut in the movie 'Gravity'.
lieutenant matthew 'matt' kowalski,planning to retire after the explorer expedition,George Clooney's character Lieutenant Matthew 'Matt' Kowalski is planning to retire after the Explorer expedition in the movie 'Gravity'.
lieutenant matthew 'matt' kowalski,determined to protect the lives of his fellow astronauts,George Clooney's character Lieutenant Matthew 'Matt' Kowalski is determined to protect the lives of his fellow astronauts in the movie 'Gravity'.
lieutenant matthew 'matt' kowalski,stories about himself and joking with his team,George Clooney's character Lieutenant Matthew 'Matt' Kowalski enjoys telling stories about himself and joking with his team in the movie 'Gravity'.
mission control,"houston, texas","Ed Harris voices Mission Control in Houston, Texas in the movie 'Gravity'."
dr. ryan stone,lonely experience,Sandra Bullock described her working day on the shoot of the movie 'Gravity' as a 'lonely headspace'.
dr. ryan stone,"frustrating, painful isolation","Sandra Bullock said there was 'frustrating, painful isolation' on set during the shooting of the movie 'Gravity'."
ed harris (voice),"mission control in houston, texas",represents the person who communicates with Mission Control from space
orto ignatiussen (voice),"aningaaq, a greenlandic inuk fisherman",intercepts one of Stone's transmissions in the short film 'Aningaaq'
phaldut sharma (voice),"shariff dasari, the flight engineer on board the explorer",works alongside Sandra Bullock's character in the spacecraft
amy warren (voice),the captain of explorer,oversees the mission and communicates with other space stations
basher savage (voice),the captain of the international space station,communicates with Harris's character in Mission Control and Bullock's character in Explorer
