node_1,node_2,edge
johnny cash,folsom state prison,"In 1968, as an audience of inmates at Folsom State Prison cheer for Johnny Cash, he waits backstage near a table saw, reminding him of his early life."
johnny cash,folsom prison blues,"In 1950, Johnny enlists in the U.S. Air Force and is stationed in West Germany. He purchases a guitar, and in 1952, finds solace in writing songs, one of which he develops as ""Folsom Prison Blues"". "
johnny cash,tennessee two,"Cash's band auditions for Sam Phillips, the owner of Sun Records. Phillips signs them after they play ""Folsom Prison Blues"", and the band begins touring as Johnny Cash and the Tennessee Two, alongside fellow rising stars Elvis Presley, Carl Perkins and Jerry Lee Lewis."
johnny cash,u.s. air force,"After his discharge in 1954, Cash returns to the United States"
johnny cash,vivian liberto,"Cash marries his girlfriend, Vivian Liberto."
johnny cash,"memphis, tennessee","The couple moves to Memphis, Tennessee"
johnny cash,sam phillips,"Phillips signs them after they play ""Folsom Prison Blues"""
johnny cash,elvis presley,"Cash's band begins touring as Johnny Cash and the Tennessee Two, alongside fellow rising stars Elvis Presley, Carl Perkins and Jerry Lee Lewis."
johnny cash,carl perkins,"Cash's band begins touring as Johnny Cash and the Tennessee Two, alongside fellow rising stars Elvis Presley, Carl Perkins and Jerry Lee Lewis."
johnny cash,jerry lee lewis,"Cash's band begins touring as Johnny Cash and the Tennessee Two, alongside fellow rising stars Elvis Presley, Carl Perkins and Jerry Lee Lewis."
johnny cash,arkansas,"In 1944, 12-year-old Johnny is raised on a cotton farm in Dyess, Arkansas,"
johnny cash,ray,"His abusive father Ray blames Johnny for Jack’s death, saying that the Devil ""took the wrong son"""
johnny cash,devil,"Ray blames Johnny for Jack’s death, saying that the Devil ""took the wrong son"""
johnny,june carter,"On tour, Johnny meets June Carter, with whom he falls in love."
june carter,vivian,"As Johnny’s fame grows, he starts abusing drugs and alcohol. Over Vivian's objections, Johnny persuades June to go on tour with him."
june carter,vivian,"Backstage, Vivian becomes critical of June's influence."
johnny,june carter,"After one performance in Las Vegas, Johnny and June sleep together."
june carter,johnny's drugs,"The next morning, she notices Johnny taking pills and doubts her choices."
june carter,ring of fire,"At that evening's concert, Johnny, upset by June's apparent rejection, behaves erratically and eventually passes out on stage. June disposes of Johnny's drugs and begins to write 'Ring of Fire', describing her feelings for him and her pain at watching him descend into addiction."
johnny,mexico,"Trying to reconcile with June, Johnny purchases a large house near a lake in Hendersonville. His parents and the extended Carter family arrive for Thanksgiving when Ray and an intoxicated Johnny get into a bitter argument. After the meal, June's mother encourages her daughter to help Cash."
june carter,johnny,"He goes into detox and wakes with June; she says they have been given a second chance. They begin a tentative relationship, but June rebuffs his marriage proposals."
johnny,prisoners,Johnny discovers that most of his fan mail is from prisoners.
folsom prison,johnny,Johnny proposes to skeptical Columbia Records executives that he will record an album live inside Folsom Prison.
live concert,folsom prison,The performance at Folsom Prison is a success.
tour,johnny,Johnny embarks on a tour with June and his band.
ring of fire,johnny,Johnny performs 'Ring of Fire' on stage.
duet,june,"After the song, Cash invites June to a duet and stops in the middle, saying he cannot sing 'Jackson' anymore unless June agrees to marry him."
marriage proposal,june,June accepts and they share a passionate embrace on stage.
family reconciliation,johnny,"While  Johnny and June are with their families, he and his father reconcile their relationship."
