node_1,node_2,edge
development,john ridley,"In 2013, director Steve McQueen got in touch with screenwriter John Ridley about his interest in making a film about ""the slave era in America"" with ""a character that was not obvious in terms of their trade in slavery."" Development back and forth led to the discovery of Solomon Northup's memoir Twelve Years a Slave by McQueen's partner, Bianca Stigter."
development,solomon northup's memoir twelve years a slave,"McQueen's partner, Bianca Stigter, found Solomon Northup's 1853 memoir Twelve Years a Slave."
john ridley,steve mcqueen,"McQueen got in touch with screenwriter John Ridley about his interest in making a film about ""the slave era in America"" with ""a character that was not obvious in terms of their trade in slavery."" Development back and forth led to the discovery of Solomon Northup's memoir Twelve Years a Slave by McQueen's partner, Bianca Stigter."
solomon northup,slavery,"Solomon Northup, a free African-American, was kidnapped and sold into slavery in the Deep South."
amsterdam,anne frank,"In Amsterdam, Anne Frank is considered a national hero. The author's description of the book read like Anne Frank's diary but written 97 years before."
film production,brad pitt,The film was officially announced with Brad Pitt's production company Plan B Entertainment backing the project.
chiwetel ejiofor,solomon northup,"Chiwetel Ejiofor was cast as Solomon Northup, a free African-American who was kidnapped and sold into slavery in the Deep South."
michael fassbender,dialect coach michael buster,"In early 2012, Michael Fassbender joined the cast to capture the language and dialects of the era and regions in which the film takes place with the help of dialect coach Michael Buster."
king james bible,literary quality,The language used in the film has a literary quality related to the style of writing of the day and the strong influence of the King James Bible.
mcqueen,ridley,"After both won Oscars at the 86th Academy Awards, it was reported that McQueen and Ridley had been in an ongoing feud over screenplay credit. McQueen reportedly had asked Ridley for shared credit, which he declined. McQueen appealed to Fox Searchlight, which sided with Ridley. Neither thanked the other during their respective acceptance speeches at the event."
ridley,feud,"Since the event, Ridley has noted his regret for not mentioning McQueen and denied the feud. He spoke favorably of working with McQueen, and explained that his sole screenplay credit was due to the rules of the Writers Guild of America."
"new orleans, louisiana",greater new orleans area,The production of the movie '12 Years a Slave' took place primarily in and around the greater New Orleans area to keep down production costs.
"felicity, bocage, destrehan, magnolia",historic antebellum plantations,These four historic antebellum plantations were used as locations for filming '12 Years a Slave' because they are located in the north of Louisiana where Solomon Northup was enslaved.
"magnolia, schriever",historic sites where northup was held,The Magnolia plantation in Schriever is just a few miles from one of the historic sites where Solomon Northup was held. This location was used for filming '12 Years a Slave' as it provided a powerful and emotional connection to the history of slavery.
columns hotel,madame john's legacy,The scenes set in Washington D.C. Were filmed at the Columns Hotel and Madame John's Legacy in the French Quarter of New Orleans.
spanish painter francisco goya,visual comparisons in filming,"McQueen explained: ""Deliberately drawing visual comparisons in the filming to the works of Spanish painter Francisco Goya, """
film,audience's sense of period and quality,"Bobbitt said: ""Particularly for a period piece, film gives the audience a definite sense of period and quality,"""
widescreen aspect ratio,epic tale of human endurance,"Bobbitt explained: ""And because of the story's epic nature, widescreen clearly made the most sense."""
arricam lt and st,sean bobbitt,The film's primary camera operator was Sean Bobbitt.
goya,exquisite paintings,"When you think about Goya, who painted the most horrendous pictures of violence and torture and so forth, and they're amazing, exquisite paintings, one of the reasons they're such wonderful paintings is because what he's saying is, 'Look – look at this.'"
goya,violence and torture,"When you think about Goya, who painted the most horrendous pictures of violence and torture and so forth,"
exquisite paintings,amazing,Goya's exquisite paintings are amazing.
earth-toned colour palette,accurately depict the time period of the film,"To depict accurately the time period of the film, the filmmakers conducted extensive research that included studying artwork from the era."
wardrobe,accurately depict the time period of the film,"With eight weeks to create the wardrobe, costume designer Patricia Norris collaborated with Western Costume to compile costumes that would illustrate the passage of time while also being historically accurate."
wardrobe,"nearly 1,000 costumes for the film","Using an earth-toned colour palette, Norris created nearly 1,000 costumes for the film."
costume designer patricia norris,earth samples from all three of the plantations,"Costume designer Patricia Norris compiled costumes that would illustrate the passage of time while also being historically accurate, and she took earth samples from all three of the plantations to match the clothes."
sean bobbitt,character temperature on each plantation,"Costume designer Patricia Norris collaborated with Sean Bobbitt to deal with the character temperature on each plantation, there was a lot of that minute detail."
hans zimmer,12 years a slave (score),Hans Zimmer composed the musical score for the film 12 Years a Slave.
nicholas britell,original on-screen violin music,Nicholas Britell wrote and arranged original on-screen violin music for the film 12 Years a Slave.
tim fain,original on-screen violin music,Tim Fain performed the original on-screen violin music composed by Nicholas Britell for the film 12 Years a Slave.
hans zimmer,"franz schubert's 'trio in b-flat, d471'","The film features Franz Schubert's 'Trio in B-flat, D471'."
daniel dow,money musk,The film features Daniel Dow's 'Money Musk'.
john and alan lomax,"'run, nigger, run'","The film features John and Alan Lomax's arrangement of 'Run, Nigger, Run'."
john legend,"'roll, jordan, roll'","Legend's cover of 'Roll, Jordan, Roll' was featured online prior to the release of the soundtrack."
