node_1,node_2,edge
elisa esposito,baltimore government laboratory,"Elisa works as a cleaner at the secret government laboratory in Baltimore, Maryland."
elisa esposito,secret government laboratory,"Elisa communicates through sign language and works as a cleaner at the secret government laboratory in Baltimore, Maryland."
elisa esposito,apartment above a movie theater,Elisa lives a routine life in an apartment above a movie theater.
elisa esposito,mute,"Elisa, who was found abandoned by the side of a river as an infant with scars on her neck, is mute and communicates through sign language."
elisa esposito,amphibian man,Elisa discovers the mysterious creature from a South American river at the Baltimore facility for study and forms a bond with it.
colonel richard strickland,amphibian man,Colonel Richard Strickland captures the mysterious creature from a South American river and takes it to the Baltimore facility for study.
general frank hoyt,amphibian man,General Frank Hoyt is eventually persuaded by Colonel Richard Strickland to vivisect the Amphibian Man for further study.
dr. robert hoffstetler,amphibian man,"Scientist Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, pleads unsuccessfully to Colonel Richard Strickland to keep the Amphibian Man alive for further study."
dimitri mosenkov,amphibian man,"Dr. Robert Hoffstetler, a Russian spy named Dimitri Mosenkov, is secretly ordered by his Soviet handlers to kill the Amphibian Man to prevent further study."
baltimore,maryland,"Elisa works as a cleaner at the secret government laboratory in Baltimore, Maryland."
south american river,amphibian man,Colonel Richard Strickland captures the mysterious creature from a South American river and takes it to the Baltimore facility for study.
elisa,amphibian man,plans to release into nearby canal
the creature,giles,The creature touches Giles on his balding head and wounded arm.
giles,hair growth,"After the creature touched him, hair began growing back on Giles' previously bald head."
giles,healed wounds,The wounds on Giles' arm healed after the creature touched him.
elisa,amphibian man,"Elisa continues to develop her romantic relationship with the Amphibian Man, culminating in sexual intercourse."
hoyt,strickland,"Unexpectedly, General Hoyt arrives at the laboratory and tells Strickland he has 36 hours to recover the Amphibian Man, or his career will be over."
hoffstetler,handlers,Hoffstetler is told by his handlers that he will be extracted from the US in two days.
strickland,hoffstetler,"When Hoffstetler goes to meet his two handlers, Strickland follows him."
strickland,dying hoffstetler,Strickland tortures the dying Hoffstetler into revealing the Amphibian Man's whereabouts.
zelda,strickland,"Strickland threatens Zelda in her home unsuccessfully, until Zelda's husband Brewster reveals that Elisa has the Amphibian Man."
elisa,amphibian man,"Zelda immediately telephones Elisa, warning her to release the creature."
strickland,elisa's apartment,Strickland finds Elisa's apartment empty and ransacks it until he finds evidence of the creature in the bathtub.
elisa,release location,Strickland finds a calendar note revealing where Elisa plans to release the Amphibian Man.
amphibian man,elisa,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him. As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. Elisa jolts back to life and they embrace and kiss."
elisa,scars on elisa's neck,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
elisa,gilles,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa."
strickland,amphibian man,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa. The Amphibian Man heals himself and slashes Strickland's throat, killing him."
strickland,elisa,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa."
amphibian man,gills,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his."
amphibian man,elisa,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. Elisa jolts back to life and they embrace and kiss."
amphibian man,killing,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck, which open to reveal gills like his. The Amphibian Man slashes Strickland's throat, killing him."
police,arrival,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body."
zelda,police,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body."
gilles,knockdown,"At the canal, Elisa and Giles are bidding farewell to the creature when Strickland arrives, knocks Giles down, and shoots both the Amphibian Man and Elisa."
elisa,revival,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. Elisa jolts back to life."
amphibian man,healing powers/ability,"As the police arrive on the scene with Zelda, the Amphibian Man takes Elisa and jumps into the canal, swimming around her lifeless body. He applies his healing powers/ability to the scars on Elisa's neck."
