node_1,node_2,edge
sidharth malhotra,gaurav kapoor/rishi purohit,"In the movie, Sidharth Malhotra plays the character named Gaurav Kapoor/Rishi Purohit."
jacqueline fernandez,kavya chetwani,"In the movie, Jacqueline Fernandez plays the character named Kavya Chetwani."
suniel shetty,colonel vijay saxena,"In the movie, Suniel Shetty plays the character named Colonel Vijay Saxena."
darshan kumaar,yakub,"In the movie, Darshan Kumaar plays the character named Yakub."
hussain dalal,samarth dixit,"In the movie, Hussain Dalal plays the character named Samarth Dixit and is Gaurav's friend."
rajit kapur,sameer chetwani,"In the movie, Rajit Kapur plays the character named Sameer Chetwani and is Kavya's father."
supriya pilgaonkar,ramika chetwani,"In the movie, Supriya Pilgaonkar plays the character named Ramika Chetwani and is Kavya's mother."
amit mistry,jignesh patel,"In the movie, Amit Mistry plays the character named Jignesh Patel."
sijoy varghese,ramachandra rao,"In the movie, Sijoy Varghese plays the character named Ramachandra Rao."
shaheed woods,koko,"In the movie, Shaheed Woods plays the character named Koko."
kushal punjabi,willy,"In the movie, Kushal Punjabi plays the character named Willy."
zachary coffin,ceo jim,"In the movie, Zachary Coffin plays the character named CEO Jim."
hemant koumar,robbie,"In the movie, Hemant Koumar plays the character named Robbie."
nikita sachdev,nikki,"In the movie, Nikita Sachdev plays the character named Nikki."
