node_1,node_2,edge
tanhaji,kaloji malusare,"Father-son relationship, Kaloji Malusare trained Tanhaji in sword-fighting."
tanhaji,suryaji,"Brother-brother relationship, commanded Shivaji's Maratha army alongside Tanhaji in 1664."
shivaji,tanhaji,"Commander-subordinate relationship, commanded by Shivaji in Maratha army's attack against Mughal cavalry in 1664."
aurangzeb,jai singh,"Employer-employee relationship, Jai Singh was Aurangzeb's trusted general dispatched to capture Shivaji."
beshak khan,jijabai,"Inciter-reactor relationship, insulted Jijabai and provoked her to swear barefoot until Marathas recapture Kondhana."
shivaji,beshak khan,"Target-attacker relationship, Beshak Khan ordered the seize of Shivaji's strategic fortress Kondhana."
udaybhan rathod,kondhana,"Assigner-assigned relationship, assigned Kondhana to Udaybhan Rathod by Aurangzeb."
shivaji,udaybhan rathod,"Target-attacker relationship, planned to recapture Kondhana from Udaybhan Rathod."
tanhaji,chandraji pisal,"Chandraji Pisal discloses the Maratha's secret plan to Tanhaji, who then convinces Shivaji and Jijabai to permit him to lead the campaign."
tanhaji,chultya,"Chandraji Pisal sends Chultya to warn Udaybhan about Tanhaji's attack plan, who successfully tricks Tanhaji into attacking Maratha soldiers disguised in Mughal attire."
tanhaji,kamla devi,"Udaybhan is also bringing the imprisoned Kamla Devi, en route, the sister of his Rajput general, Jagat Singh."
tanhaji,maratha soldiers disguised in mughal attire,Chultya tricks Tanhaji into attacking Maratha soldiers disguised as Mughals.
udaybhan,kondhana,"Udaybhan reaches Kondhana and aims a huge cannon, named Naagin, at Rajgad, threatening Shivaji's safety."
tanhaji,kondhana,"Dejected, Tanhaji reaches Kondhana alone to learn about a secret thief-entrance inside."
udaybhan,guard,Udaybhan kills a guard for disobeying the security protocol.
tanhaji,villagers,Tanhaji motivates the villagers to protect their fortress against Udaybhan's invasion.
tanhaji,udaybhan,"enemy relationship, where Tanhaji kills Udaybhan's guard and Udaybhan tortures Tanhaji in retaliation"
tanhaji,jagat singh,"confidential relationship, where Jagat Singh secretly releases Tanhaji from imprisonment"
tanhaji,kamla devi,"enemy relationship, where Udaybhan marries Kamla Devi and Tanhaji promises to release her from his clutches"
tanhaji,savitri bai,"spouse relationship, where Savitri Bai worries about Tanhaji's life and their son's wedding"
udaybhan,kamla devi,"marriage relationship, where Udaybhan marries Kamla Devi to gain an advantage over the Marathas"
savitri bai,tanhaji,"spouse relationship, where Tanhaji promises Savitri Bai that he will return from the campaign successfully"
tanhaji,kondhana,"Tanhaji successfully captures Kondhana, but dies from injuries sustained during the battle."
udaybhan,naagin,"Udaybhan prepares to fire Naagin directly at Rajgad, but Tanhaji arrives to stop it."
jagat,kamla devi,Ensuing confusion allows Jagat and Kamla Devi to escape.
shivaji,rayba's marriage,Shivaji personally oversees Rayba's marriage.
savitri bai,tanhaji,"Savitri Bai awaits Tanhaji's return, adorning herself as a bride behind closed doors."
