node_1,node_2,edge
shahid kapoor,charlie sharma,Shahid Kapoor plays the character of Charlie Sharma in this movie.
shahid kapoor,sanjay kumar 'guddu' sharma,"In this movie, Shahid Kapoor portrays the dual roles of Charlie Sharma and Sanjay Kumar 'Guddu' Sharma."
priyanka chopra,sweety shekhar bhope,Priyanka Chopra acts as Sweety Shekhar Bhope in the movie.
amole gupte,sunil shekhar bhope a.k.a. bhope bhau,"Amole Gupte plays the character of Sunil Shekhar Bhope, also known as Bhope Bhau in the movie."
deb mukherjee,mujeeb,"In this movie, Deb Mukherjee performs the role of Mujeeb."
shiv kumar subramaniam,lobo,Shiv Kumar Subramaniam is seen as Lobo in the movie.
chandan roy sanyal,mikhail,"In this movie, Chandan Roy Sanyal plays Mikhail's character."
shashank shende,ganesh,Shashank Shende essays the role of Ganesh in the movie.
tenzing nima,tashi,Tenzing Nima portrays the character of Tashi in this movie.
hrishikesh joshi,lele,"In this movie, Hrishikesh Joshi enacts the character of Lele."
rajatava dutta,shumon,"In this movie, Rajatava Dutta performs as Shumon."
harish khanna,afghani,Harish Khanna essays the role of Afghani in the movie.
carlos paca,cajetan,"In this movie, Carlos Paca performs as Cajetan's character."
eric santos,ragos,Eric Santos enacts the role of Ragos in the movie.
vishal bhonsle,steve,"In this movie, Vishal Bhonsle portrays Steve's character."
satyajit sharma,francis,"In this movie, Satyajit Sharma performs as Francis."
adil hussain,flight purser,"In this movie, Adil Hussain enacts the role of Flight Purser."
neha shitole,sweety's friend,"In this movie, Neha Shitole plays Sweety's friend's character."
