node_1,node_2,edge
movie,summary,"A movie is represented by its summary, which provides an overview of the plot and important events in the film."
badhaai ho,bollywood film,Badhaai Ho is a Bollywood film directed by Amit Ravindernath Sharma.
amit ravindernath sharma,director,Amit Ravindernath Sharma is the director of Badhaai Ho.
badhaai ho,comedy drama film,Badhaai Ho is a comedy drama film directed by Amit Ravindernath Sharma.
ayushmann khurrana,actor,Ayushmann Khurrana stars in Badhaai Ho alongside Neena Gupta and Gajraj Rao.
neena gupta,actress,Neena Gupta plays a pivotal role in Badhaai Ho opposite Ayushmann Khurrana and Gajraj Rao.
gajraj rao,actor,Gajraj Rao features in Badhaai Ho alongside Ayushmann Khurrana and Neena Gupta.
shardul rana,actor,Shardul Rana plays a supporting role in Badhaai Ho.
sanya malhotra,actress,"Sanya Malhotra appears in Badhaai Ho alongside Ayushmann Khurrana, Neena Gupta and Gajraj Rao."
badhaai ho,chrome pictures,Badhaai Ho is produced by Chrome Pictures.
vineet jain,producer,Junglee Pictures' Vineet Jain co-produces Badhaai Ho with Chrome Pictures.
badhaai ho,2018 film,Badhaai Ho is a 2018 Indian Hindi-language comedy drama film directed by Amit Ravindernath Sharma.
nakul kaushik,character,Nakul Kaushik is a character in the storyline of Badhaai Ho.
renee,character,Renee is a character in the storyline of Badhaai Ho opposite Nakul Kaushik.
bollywood film,indian cinema,"Badhaai Ho is a Bollywood film, which falls under the category of Indian cinema."
priyamvada,society,undergoes societal judgment due to pregnancy at advanced age
jeetu kaushik,society,undergoes societal judgment due to pregnancy at advanced age
nakul kaushik,renee,avoids girlfriend after news of pregnancy reaches her mother
jeetu kaushik,priyamvada,"consoles his wife and gets intimate with her, leading to pregnancy"
nakul kaushik,renee,unable to get intimate with girlfriend due to mother's pregnancy
renee,nakul,"rifts in their relationship due to Nakul speaking ill of the Kaushik family, reconciliation through Nakul making amends"
sangeeta,nakul,"speaking ill of the Kaushik family, leading to mistreatment of parents by Nakul but realization and defense by Nakul after overhearing"
priyamvada,durga,dutifulness defended by Durga against ridicule from Jeetu's elder sister-in-law and sister
gullar,nakul,"stand up for his mother leading to bullying at school, bonding over recent experiences between brothers"
jeetu's elder sister-in-law and sister,priyamvada,ridicule due to late pregnancy
durga,jeetu's elder sister-in-law and sister,chastisement for selfishness against Priyamvada's dutifulness defense by Durga
nakul,renee,engagement in the presence of families including baby sister
badhaai ho,eventually worldwide gross,"The film's eventual worldwide gross was ₹221.48 crore, as reported by various sources."
first schedule,mumbai,"The first schedule of the movie wrapped on February 11, 2018, in Mumbai."
second schedule,delhi,"The second schedule of the movie began on February 16, 2018, in Delhi."
badhaai ho,first day box office collection,The movie earned ₹7.35 crore at the box office on its first day of release.
badhaai ho,indian box office collection by week 7,The movie had collected ₹135.95 crore at the Indian Box Office by the seventh week of its release.
badhaai ho,remakes in various languages,"The movie is set to be remade in Tamil, Telugu, Kannada and Malayalam by Boney Kapoor."
badhaai ho,indonesian remake,The movie is set to be remade in Indonesian under the title Keluarga Slamet.
badhaai ho,spiritual sequel,"In March 2020, Junglee Pictures announced that Rajkummar Rao and Bhumi Pednekar will star in the official spiritual sequel of Badhaai Ho, titled Badhaai Do."
badhaai ho,principal photography,"The principal photography for Badhaai Do commenced on January 5, 2021, in Dehradun."
songs,composers,"The songs of the movie are composed by Tanishk Bagchi, Rochak Kohli, JAM8 and Sunny Bawra-Inder Bawra."
songs,lyricists,"The lyrics of the songs are written by Vayu, Kumaar and MellowD."
