node_1,node_2,edge
a gentleman,"sundar, susheel, risky","The soundtrack album 'A Gentleman: Sundar, Susheel, Risky' is named after the movie it belongs to."
sachin–jigar,"a gentleman: sundar, susheel, risky","The music composers Sachin–Jigar have created the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
t-series,"a gentleman: sundar, susheel, risky","The label T-Series has released the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
hindi medium,"a gentleman: sundar, susheel, risky","The soundtrack album 'A Gentleman: Sundar, Susheel, Risky' was released around the same time as the soundtrack album of another Hindi movie, 'Hindi Medium'."
disco disco,"a gentleman: sundar, susheel, risky","The song 'Disco Disco' is a part of the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
baat ban jaye,"a gentleman: sundar, susheel, risky","The song 'Baat Ban Jaye' is a part of the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
chandalekha,"a gentleman: sundar, susheel, risky","The song 'Chandalekha' is a part of the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
bandook meri laila,"a gentleman: sundar, susheel, risky","The song 'Bandook Meri Laila' is a part of the soundtrack album 'A Gentleman: Sundar, Susheel, Risky'."
disco disco,music,"The music of the film is composed by Sachin–Jigar. The first song, 'Disco Disco', sung by Benny Dayal and Shirley Setia, is released."
benny dayal,singer,Benny Dayal is a singer who sings 'Disco Disco' in the film.
shirley setia,singer,Shirley Setia is a singer who sings 'Disco Disco' in the film.
vayu,lyricist,The lyrics of 'Disco Disco' are penned by Vayu.
sachin–jigar,composer,"The music of the film is composed by Sachin–Jigar, including 'Disco Disco'."
baat ban jaye,music,"The song 'Baat Ban Jaye', sung by Siddharth Basrur and Priya Saraiya, is released from the film."
siddharth basrur,singer,Siddharth Basrur is a singer who sings 'Baat Ban Jaye' in the film.
priya saraiya,singer,Priya Saraiya is a singer who sings 'Baat Ban Jaye' in the film.
laagi na choote,music,"The song 'Laagi Na Choote', sung by Arijit Singh and Shreya Ghoshal, is released from the film."
arijit singh,singer,Arijit Singh is a singer who sings 'Laagi Na Choote' in the film.
shreya ghoshal,singer,Shreya Ghoshal is a singer who sings 'Laagi Na Choote' in the film.
chandralekha,music,"The song 'Chandralekha', sung by Vishal Dadlani and Jonita Gandhi, is released from the film."
vishal dadlani,singer,Vishal Dadlani is a singer who sings 'Chandralekha' in the film.
jonita gandhi,singer,Jonita Gandhi is a singer who sings 'Chandralekha' in the film.
bandook meri laila,music,"The song 'Bandook Meri Laila', sung by Ash King and Jigar Saraiya and rapped by Raftaar and Sidharth Malhotra, is released from the film."
ash king,singer,Ash King is a singer who sings 'Bandook Meri Laila' in the film.
jigar saraiya,singer,Jigar Saraiya is a singer who sings 'Bandook Meri Laila' in the film.
raftaar,rapper,The song 'Bandook Meri Laila' is also rapped by Raftaar and Sidharth Malhotra.
sidharth malhotra,rapper,The song 'Bandook Meri Laila' is also rapped by Raftaar and Sidharth Malhotra.
