node_1,node_2,edge
movie,summary,"A movie is represented by its summary which provides an overview of the plot, characters, and themes."
paan singh tomar,indian soldier,Paan Singh Tomar served in the Indian Army.
paan singh tomar,athlete,"Paan Singh Tomar was a seven-time national steeplechase champion in the 1950s and 1960s, and represented India at the 1958 Asian Games."
bhidosa,native village of paan singh tomar,Paan Singh Tomar returned to his native village.
chambal valley,place where paan singh tomar resorted to violence after a land feud,"After a premature retirement from the army, Tomar later gained notoriety as a Daku of Chambal Valley."
eashwari singh tomar,father of paan singh tomar,"Paan Singh Tomar was born in the small village of Bhidosa, near Porsa, in a Hindu Rajput family, living on banks of the Chambal River."
babbu singh tomar,nephew and dayaram singh tomar's grandson,"In 1977 following a shady land dispute in which Tomar was cheated out of land, Paan Singh Tomar murdered Babbu Singh Tomar."
dayaram singh tomar,grandfather of babbu singh tomar,"Paan Singh Tomar would later go on to murder Babbu Singh Tomar, his nephew and Dayaram Singh Tomar's grandson, in 1977 following a shady land dispute in which Tomar was cheated out of land."
bhind district,place where paan singh tomar was killed in a police encounter,"Paan Singh Tomar, later gained notoriety as a Daku of Chambal Valley, when he resorted to violence after a land feud there, was killed in a police encounter, in a village of Bhind district in Madhya Pradesh."
51 engineer regiment,place where paan singh tomar served,"Paan Singh Tomar served as a subedar in 51 Engineer Regiment, Bengal Engineer Group, based at Roorkee."
paan singh tomar,champion sportsman,"Paan Singh Tomar was a champion sportsman, a national-ranking athlete in the 1950s and 60s."
paan singh tomar,national-ranking athlete,Paan Singh Tomar was a national-ranking athlete in the 1950s and 60s.
legend,initiation into serious running,"According to legend, Paan Singh Tomar's initiation into serious running came off a dispute."
instructor,dispute,"Paan Singh Tomar got into an argument with an instructor as punishment, he was ordered to run numerous laps of the parade ground."
officers,impressed,The other officers caught sight of Paan Singh Tomar as he ran and were impressed by what they saw.
tomar,represented india at the 1958 asian games,"Paan Singh Tomar represented India at the 1958 Asian Games in Tokyo, Japan."
steeplechase running,not interested,Initially Paan Singh Tomar was not interested in steeplechase running but discovered it in the military.
national champion,steeplechasing,Paan Singh Tomar was the national champion of steeplechasing for seven years.
9 minutes and 2 seconds,national record,Paan Singh Tomar's national record of 9 minutes and 2 seconds in the 3000-meter steeplechase event remained unbroken for 10 years.
army,did not allow,The army did not allow Paan Singh Tomar to fight in the 1962 Sino-Indian War and Indo-Pakistani War of 1965 due to his career in sports.
village,returned,"Upon retiring in 1977, Paan Singh Tomar returned to Bhidosa village."
land dispute,arose,"A land dispute arose between Paan Singh Tomar and his nephews Jandel Singh, Havaldar Singh, and Babbu Singh Tomar."
