node_1,node_2,edge
gangubai kathiawadi,hussain zaidi's book mafia queens of mumbai,The news about an adaptation of one of the chapters of Hussain Zaidi's book Mafia Queens of Mumbai first came out in June 2017 with Priyanka Chopra attached to star as the leading character.
gangubai kathiawadi,priyanka chopra,Priyanka Chopra was attached to star as the leading character of Gangubai Kathiawadi.
gangubai kathiawadi,bhansali,Sanjay Leela Bhansali is making Gangubai Kathiawadi with Priyanka Chopra.
gangubai kathiawadi,alia bhatt,"After Inshallah got shelved, Alia Bhatt replaced Priyanka Chopra for Gangubai Kathiawadi."
shantanu maheshwari,gangubai kathiawadi,"Television personality Shantanu Maheshwari is making his Hindi cinema debut in Gangubai Kathiawadi, playing the role of Gangubai's boyfriend Afsaan."
varun kapoor,gangubai kathiawadi,TV actor Varun Kapoor is making his debut as the grey role of Ramnik Lala in Gangubai Kathiawadi.
gangubai kathiawadi,"film city, mumbai","Principal photography of Gangubai Kathiawadi began in Film City, Mumbai."
gangubai kathiawadi,indian government,Production of Gangubai Kathiawadi was put on hold in March 2020 due to the lockdown ordered by the Indian government owing to the COVID-19 pandemic.
gangubai kathiawadi,ajay devgn,"Ajay Devgn, who is playing a cameo joined sets for Gangubai Kathiawadi."
gangubai kathiawadi,filming,The film was wrapped up on 26 June 2021.
