node_1,node_2,edge
dil chahta hai,farhan akhtar's diary,Dil Chahta Hai is based on Farhan Akhtar's diary during his trips to Goa and his stay in New York City.
dil chahta hai,kassim jagmagia's story,Dil Chahta Hai is based on a story by Kassim Jagmagia.
farhan akhtar's parents,dil chahta hai,Farhan Akhtar's parents liked the initial idea for Dil Chahta Hai.
akash,shalini,Dil Chahta Hai's subplot is about Akash and Shalini's romance.
farhan,friendships,"Farhan's screenplay, reflecting himself and his concerns, is a fresh view of friendship in Hindi films."
dil chahta hai,friendships,"The film Dil Chahta Hai, written and directed by Farhan, is a reflection of friendship in Hindi films."
hum teen,dil chahta hai,"Dil Chahta Hai was originally titled Hum Teen, reflecting its initial working title."
farhan,aamir khan's love story with preity zinta,"In the film, the weight of the story shifts from Aamir Khan's love story to becoming a story about friendships."
friendships,individual love stories,"Farhan revealed that in the film, individual love stories affect friendships."
aamir khan,a typical man of present-day india,"Aamir Khan's character Akash Malhotra in the movie is described as self-centered, doesn't believe in love, and doesn't indulge in emotions. He is quite shallow but not really a bad guy at heart."
aamir khan,akash malhotra,Aamir Khan played the role of Akash Malhotra in the movie.
saif ali khan,sameer mulchandani,Saif Ali Khan was cast as Sameer Mulchandani in the movie.
saif ali khan,personality resemblance,Saif found that his role in the movie resembled his personality.
saif ali khan,learning experience,Saif described the movie as a 'learning experience' due to the qualities of his role.
saif ali khan,initially did not want to star in the movie,Saif initially did not want to star in the movie but was persuaded by Kapadia and Javed Akhtar.
abhishek bachchan,replaced,Abhishek Bachchan was replaced by Saif Ali Khan in the movie.
dil chahta hai,"farhan initially wanted hrithik roshan to play the role of siddharth 'sid' sinha after seeing his performance in kaho naa... pyaar hai (2000). when roshan declined due to date issues, khanna stepped in to replace him.",Dil Chahta Hai is the film where Farhan's desire for Roshan to play the role of Sid was replaced by Khanna.
farhan,khanna,"Farhan initially wanted Hrithik Roshan to play the role of Siddharth 'Sid' Sinha after seeing his performance in Kaho Naa... Pyaar Hai (2000). When Roshan declined due to date issues, Khanna stepped in to replace him."
khanna,dil chahta hai,Khanna replaced Roshan in Dil Chahta Hai due to date issues.
zinta,shalini,Zinta was cast for the role of Shalini in Dil Chahta Hai.
aamir's love interest,dil chahta hai,"Shalini, played by Zinta, is Aamir's love interest in Dil Chahta Hai."
zinta,dil chahta hai,"Zinta starred in the film Dil Chahta Hai as Shalini, Aamir's love interest."
shalini,aamir,"In Dil Chahta Hai, Zinta played the role of Shalini, who falls in love with Aamir."
zinta,farhan,Zinta and Farhan were long-time friends before working together in Dil Chahta Hai.
kapadia,sameer's love interest and later fiancée pooja in the context,role of Kapadia as Sameer's love interest in the context
kapadia,"tara, the middle-aged alcoholic interior designer and divorcée in the context",role of Kapadia as Tara in the context
"khanna's character, sid",tara,the little bond that Tara forms with Khanna's character Sid in the context
film,kapadia,Kapadia was chosen for a role in the film mentioned in the context
dil chahta hai,budget,"The film 'Dil Chahta Hai' was made on a budget of ₹80 million (US$960,000)."
dil chahta hai,completion,Filming for 'Dil Chahta Hai' was completed in 108 days.
dil chahta hai,locations,"Filming for 'Dil Chahta Hai' took place in Mumbai, Goa, and Sydney."
arjun bhasin,costume design,The costume design for 'Dil Chahta Hai' was done by Arjun Bhasin.
farah khan,choreography,Farah Khan was the choreographer for 'Dil Chahta Hai'.
yunus pathan,art direction,The art director for 'Dil Chahta Hai' was Yunus Pathan.
suzanne caplan merwanji,production design,Suzanne Caplan Merwanji worked as the production designer for 'Dil Chahta Hai'.
a. sreekar prasad,editing,A. Sreekar Prasad edited 'Dil Chahta Hai'.
farhan akhtar,director,Farhan Akhtar was the director of 'Dil Chahta Hai'.
