node_1,node_2,edge
dharmendra,shivani,Childhood love interest relationship between Dharmendra and Shivani
nafisa ali,shivani,Relationship between Nafisa Ali and Shivani as they are both related to Amol
shilpa shetty,shikha ghosh kapoor,Relationship between Shilpa Shetty and Shikha Ghosh Kapoor as they both are related to the same family
kay kay menon,ranjit kapoor,Relationship between Kay Kay Menon and Ranjit Kapoor as they both have the same relationship with Shikha Ghosh Kapoor
shiney ahuja,shikha ghosh kapoor,Relationship between Shiney Ahuja and Shikha Ghosh Kapoor as they both are related to the same family
irrfan khan,shruti ghosh,Relationship between Irrfan Khan and Shruti Ghosh as they both have a romantic interest in each other
konkona sen sharma,shivani,Relationship between Konkona Sen Sharma and Shivani as they are both related to Amol
konkona sen sharma,shruti ghosh,Relationship between Konkona Sen Sharma and Shruti Ghosh as they are both related to the same family
kangana ranaut,neha grewal,Relationship between Kangana Ranaut and Neha Grewal as they both are roommates
kangana ranaut,ranjit kapoor,Relationship between Kangana Ranaut and Ranjit Kapoor as she is his love interest
sharman joshi,rahul dhupia,Relationship between Sharman Joshi and Rahul Dhupia as they both work for the same person
manoj pahwa,rahul dhupia,Relationship between Manoj Pahwa and Rahul Dhupia as they both are neighbors
pritam chakraborty,rock band leader,Guest appearance relationship between Pritam Chakraborty and Rock Band Leader
