node_1,node_2,edge
param,jasmeet,fell for each other during Ravan Dahan at a small village in Punjab
jasmeet,grandfather,conservative background opposed to seeking employment
jasmeet,older brother,opposed to seeking employment due to conservative background
param,friend of his,conceives a plan and asks to marry one of Jasmeet's friends
jasmeet,part-time position at a jewellery store,found for her by Param
jasmeet's grandfather,marriage proposal,accepted on the condition that Jasmeet should not work after marriage
gurpreet,param's father,disrespects Param's father during the wedding ceremony
gurpreet,param,vows to make sure that Param never gets a visa
jasmeet,"london, england",expresses her desire to settle down in London
harpreet,jasmeet,meets her school friend Harpreet who lives in London and
jasmeet,london,"desires to settle down in London, England"
illegal immigrant officer,jasmeet,gives the address of an illegal immigrant officer who can help them live in London
param,illegal immigrant officer,suggested him to marry a British citizen for a visa and later on marry Jasmeet and live in London
jasmeet,param,wants Param to get married but Param refuses
gurpreet,param,needs Param's father to apologise to him but Param doesn't agree
officer,jasmeet,secured her a job in the UK
samar singh sandhu,jasmeet,poses as her husband to secure a marriage visa for London
param,officer,seeks help from the officer to reach London by any means
param,jasmeet,"Param's love encourages him to seek help from the officer to reach London by any means. Upon arriving in London, Param follows Jasmeet."
alisha,param,"Upon arriving in London, Param meets Alisha who falls for him and supports Param in winning back Jasmeet."
jasmeet,alisha,Jasmeet's neighbor Alisha supports Param in winning back Jasmeet.
sam,jasmeet,Jasmeet is in love with Sam.
jasmeet,param,"As Param's wedding preparations are in full swing, Jasmeet begins to realise her mistake."
sam,jasmeet,Sam consoles Jasmeet when his grandpa passes away.
param,indian embassy,"At the Indian Embassy, Param surrenders and expresses his desire to leave London with Jasmeet."
jasmeet,param,Jasmeet informs Param of her breakup with Sam at the Indian Embassy.
