node_1,node_2,edge
movies,summary,"In this context, 'movies' refers to the cinematographic works that are being discussed or presented. 'Summary' represents a brief and condensed account of these movies."
kalank,pre-independence british era,period romantic drama film set in the pre-independence British era
dharma productions,kalank,"produced by Karan Johar, Hiroo Yash Johar, and Apoorva Mehta under Dharma Productions"
nadiadwala grandson entertainment,kalank,produced by Sajid Nadiadwala under Nadiadwala Grandson Entertainment
fox star studios,kalank,"presenter and distributor of Kalank, following the acquisition of 21st Century Fox by Disney"
varun dhawan,kalank,starring Varun Dhawan in the ensemble cast
alia bhatt,kalank,starring Alia Bhatt in the ensemble cast
sanjay dutt,kalank,starring Sanjay Dutt in the ensemble cast
madhuri dixit,kalank,starring Madhuri Dixit in the ensemble cast
sonakshi sinha,kalank,starring Sonakshi Sinha in the ensemble cast
aditya roy kapur,kalank,starring Aditya Roy Kapur in the ensemble cast
release date,kalank,released on 17 April 2019
screen worldwide,kalank,"released on 5,300 screens worldwide, making it the widest Bollywood release of 2019"
box-office bomb,kalank,"grossed around ₹146.31 crore, hence emerging as a box-office bomb"
mixed reviews,kalank,received mixed reviews upon release
production design,kalank,praise for its production design
ensemble cast,kalank,"starring an ensemble cast of Varun Dhawan, Alia Bhatt, Sanjay Dutt, Madhuri Dixit, Sonakshi Sinha, and Aditya Roy Kapur"
male lead,satya chaudhry,told by her doctor that she has cancer and will die soon
native village,satya chaudhry,goes back to her native village in the
roop,dev chaudhry,"marriage by condition, platonic relationship"
dharampal,satya chaudhry,request for companionship for husband
roop,dharampal,obligation due to favour done by father
zafar,roop,seduction plan for revenge against parents
satya chaudhry,dev chaudhry,request for companionship due to cancer diagnosis
roop,dev,"Initially, Roop falls in love with Balraj and gets married to him. However, after his death, she develops a friendship with Dev, much to Satya's happiness and sadness. Eventually, Roop consummates her marriage with Dev but insists that she would never be able to love him."
roop,zafar,"At first, Zafar instigates communal hatred in Abdul Khan and demands for the partition of India on religious lines. Roop becomes aware of their love, and after Zafar confesses to her that he eventually fell in love with her, despite his early intention, heartbroken Roop consummates her marriage with Dev but insists that she would never be able to love him."
bahaar,zafar,"Bahaar disagrees with Zafar's approach and warns Roop about his real intentions. However, she also urges Dev to give Roop a chance and forgives Balraj for his affair."
satya,dev,"Initially, Satya develops a friendship with Dev much to Roop's happiness and sadness. Later, after Roop consummates her marriage with Dev, Satya dies urging Dev to give Roop a chance and to forgive Balraj for his affair."
saroj,abdul khan,"During the riots against Hindus and Sikhs, Saroj, the benevolent maid is brutally stabbed to death by Abdul Khan."
zafar,abdul khan,"Zafar confesses to Roop that he eventually fell in love with her, despite his early intention. Later during the partition, Zafar is stabbed in his stomach four times with a dagger by Abdul Khan as Roop and Dev escape."
abdul khan,communal hatred,"Abdul Khan instigates communal hatred in his friend, Abdul Khan, by demanding for the partition of India on religious lines."
roop,communal hatred,"During the riots against Hindus and Sikhs, Roop becomes aware of Zafar's love, and after Zafar confesses to her that he eventually fell in love with her, despite his early intention, heartbroken Roop consumates her marriage with Dev but insists that she would never be able to love him."
dev,communal hatred,"While boarding a train, Zafar is stabbed in his stomach four times with a dagger by Abdul Khan as Roop and Dev escape."
aditya,roop,"Later, during the interview with Aditya, a journalist documenting the partition, Roop remembers Zafar and reflects on the colour of love and hate being red, but it's love that often gets stigmatised or blemished."
kalank,old delhi mohalla,"represents Old Delhi mohalla as the set where Kalank was filmed, estimated cost of set is ₹15 crore"
karan johar,yash johar,conceived Kalank about 15 years prior to its release in collaboration with father Yash Johar
sridevi,bahaar begum,"initially supposed to play the role of Bahaar Begum, passed away and role was played by Madhuri Dixit"
sajid nadiadwala,nadiadwala grandson entertainment,"producer of Kalank, collaborated with Sanjay Dutt after 24 years in Kalank"
alia bhatt,varun dhawan,featured in an introductory song with nearly 500 backup dancers
kriti sanon,dance number,rehearsals for a second dance number began on 31 May 2018
madhuri dixit,anarkali outfit,leaked stills from the film showed Dixit donning an anarkali outfit and pasa/jhumar on 2 June 2018
sonakshi sinha,kapur,joined the cast from 14 June 2018 for a 15-day filming schedule and is paired opposite Kapur in the film
kalank,film production process,"The production of the film Kalank, which involves a budget of ₹150 crore and includes print and advertising costs."
sonakshi sinha,kapur,The pairing of Sonakshi Sinha with Kapur in the film Kalank during a 15-day filming schedule from 14 June 2018.
dhawan,bhatt,"The postponement of the third schedule of filming for Kalank due to injuries sustained by Bhatt, Dhawan and Kapur. The new date for this schedule was two weeks later."
pritam chakraborty,kalank soundtrack,The composition of the soundtrack for Kalank by Pritam Chakraborty.
amitabh bhattacharya,kalank soundtrack,The lyrics written for the songs in the Kalank soundtrack by Amitabh Bhattacharya.
zee music company,entire soundtrack album of kalank,The release of the entire soundtrack album for Kalank by Zee Music Company on 22 March 2019.
british board of film classification,kalank,The certification of Kalank by the British Board of Film Classification with a runtime of 166 minutes.
australian classification board,kalank,The certification of Kalank by the Australian Classification Board.
kalank,british board of film classification,The film Kalank was certified by British Board of Film Classification.
kalank,australian classification board,The film Kalank was certified by Australian Classification Board.
kalank,india,The film Kalank was released in India.
kalank,overseas markets,The film Kalank was released in overseas markets.
"5,300 screens",worldwide release,"The film Kalank was released worldwide on 5,300 screens."
kalank,amazon prime video,Kalank was made available as VOD on Amazon Prime Video in July 2019.
kalank,box office,"The film Kalank had a bumper start at the box office,"
kalank,decline in revenue,"Soon seeing a decline in revenue, Kalank was declared as a box-office failure."
rachit gupta,the times of india,"Rachit Gupta of The Times of India rated the film Kalank 3 stars out of 5 and remarked, ""Kalank is a true labour of love that tells you a story laced with beautiful moments that will tug you at your heartstrings."""
anupama chopra,film companion,"Anupama Chopra of Film Companion rated Kalank with 3 stars out of 5 and opined ""Kalank is likely to be the most visually stunning film of this year."""
kalank,visual stunningness,Kalank is likely to be the most visually stunning film of this year.
kalank,operatic fantasy,"The film Kalank is an operatic fantasy filled with staggering sets, swirling fabric"
kalank,visually stunning film,"She also remarked 'The film is an operatic fantasy filled with staggering sets, swirling fabric and heartache, but to enjoy it, you must wholly suspend disbelief.'"
kalank,most visually stunning film of this year.,She also remarked 'to be the most visually stunning film of this year.'
abhishek varman,directed kalank,"Directed by Abhishek Varman and shot by the masterful Binod Pradhan, the makers of Kalank not only want every frame to be a painting, but every dialogue, a proverb, every scene, a portent."
binod pradhan,shot kalank,"Directed by Abhishek Varman and shot by the masterful Binod Pradhan,"
kalank,"stunning, but soulless film.","Raja Sen writing for Hindustan Times rated the film with 2.5 stars out of 5 and praised Dixit, Bhatt and Dhawan for shining in a 'stunning, but soulless' film."
kalank,disappointing film.,"Writing for The Indian Express, Shubhra Gupta gave it 1.5 star out of 5 and says, 'Kalank doesn't really lift off the screen.'"
kalank,contemporary resonance because it celebrates the transformative power of love and reconciliation in a time of rampant discord.,"Writing for NDTV, Saibal Chatterjee praised Dixit and Bhatt for their screen presence and concluded her extensive review as,"
kalank,celebrates the transformative power of love and reconciliation.,Kalank has unmistakable contemporary resonance because it celebrates the transformative power of love and reconciliation in a time of rampant discord.
kalank,"rajput, sathe, kharbanda, madhavi, and dixit","The film follows the story of Zafar (Varun Dhawan), a struggling artist in pre-independence India."
"rajput, sathe, kharbanda, madhavi, and dixit",members of the chaudhury family,"The film follows the story of Zafar (Varun Dhawan), a struggling artist in pre-independence India. Set in 1945 against the backdrop of India's struggle for independence, Kalank is a drama about three families — the wealthy Chaudhury family, an ambitious jeweller family and the daughter of a debt-ridden family."
kalank,pre-independence india.,"'The film is an operatic fantasy filled with staggering sets, swirling fabric and heartache,' She also remarked"
contemporary resonance,time of rampant discord,"celebrates the transformative power of love and reconciliation in a time of rampant discord, indicating that contemporary resonance has a positive relationship with times of chaos or conflict."
contemporary resonance,rampant discord,"because it celebrates the transformative power of love and reconciliation in a time of rampant discord, suggesting that contemporary resonance can counteract or mitigate the negative effects of discord."
contemporary resonance,partition,"by replicating kitsch aesthetic, according to Nandini Ramnath, indicating that contemporary resonance may romanticize or idealize the partition."
sets,messiness of emotional conflicts,"end up creating a distance from, as noted by Nandini Ramnath, implying that elaborate sets may detract from the authenticity or intensity of emotional conflicts."
