node_1,node_2,edge
chetan chauhan,anthony gonsalves,"Chetan and Bhagat rob Anthony, but Chetan's fake suitcase accidentally falls out of Bhagat's fake one, causing Anthony to chase Bhagat. Chetan helps Bhagat cover it up by taking Anthony's car to a dealer who changes the color."
bhagat bhosle,dolly,"Bhagat brags to Chetan about meeting a woman named Dolly for 4 nights and 3 days, revealing his intention to rob her."
chetan chauhan,bhagat bhosle,"Chetan and Bhagat meet on a flight to Bangkok, where they both rob each other but only Chetan is successful."
khushi,chetan chauhan,Chetan lies about being a donor who helps the needy to win over Khushi.
bhagat bhosle,khushi,"Bhagat poses as a blind man, who was once a Navy officer to win over Khushi."
bhagat bhosle,khushi,"Both Chetan and Bhagat play foul tricks to get Khushi, leading to disastrous results."
bhagat bhosle,anthony gonsalves,"After robbing Anthony, Bhagat lies that he has returned the stolen items to Anthony."
bhagat bhosle,khushi,"Bhagat's motorbike accident leads him to claim that his eyesight has been restored, which Chetan later discovers was a lie."
chetan,father pascal,"The two fight, while accidentally hitting Father Pascal in the process."
khushi,anthony,"Khushi says she wants to marry both Bhagat and Chetan, but Father Pascal says that only one will marry Khushi, and the two must fight each other in the ring. Later, Anthony greets the two cons, and tells them that he has kidnapped Khushi. When the cons ask Khushi who does she love more, she goes straight to Anthony."
bhagat,father pascal,"The two fight, while accidentally hitting Father Pascal in the process."
chetan,khushi,"Chetan and Bhagat eventually get unconscious, and wake up to find Pascal beaten up(by the cons themselves), and Khushi is missing."
bhagat,khushi,"Chetan, Bhagat, and Khushi go to a church while they are drunk. Bhagat gets hurt in an accident with his motorbike, and claims that the shock repaired his eyesight."
anthony,cons (bhagat and chetan),"If they want her, they need to give him the money that they stole from him in 24 hours."
cons (bhagat and chetan),real robbers,"The cons first go to a local bank in Bangkok, and tries to tell the bankers to give them money. A group of real robbers come to the bank. One of them insults Bhagat and Chetan, and the two fight back, taking out all the robbers in the process."
cons (bhagat and chetan),anthony's plane,"The cons steal money dressed as Santa, and goes to Anthony's plane. Anthony gives them Khushi."
bhagat,anthony,"['conned by Anthony', 'stole from his own home to give him the ransom money, thus conning him of his own cash']"
chetan,anthony,"['conned by Anthony', 'stole from his own home to give him the ransom money, thus conning him of his own cash']"
