node_1,node_2,edge
movie,summary,"A movie has a summary that provides a brief overview of its plot, characters, and other important details."
gunjan saxena,indian air force pilot,"Gunjan Saxena, one of the first women to fly in a combat zone, is an Indian Air Force pilot."
lucknow,gunjan saxena: the kargil girl,The film 'Gunjan Saxena: The Kargil Girl' was extensively filmed across Lucknow.
anup,gunjan saxena's parents,"Gunjan Saxena's proud parents, Anup and Kirti, were planning to send her to high school."
high school,gunjan saxena,"Gunjan, however wants to drop out of high school to become a pilot."
anshuman,gunjan saxena,Young Gunjan Saxena's older brother Anshuman doesn't let her look out of the airplane window in a flight.
air hostess,gunjan saxena,A kind air hostess tends to the problem and takes Gunjan to the cockpit.
1984,gunjan saxena,"The story of 'Gunjan Saxena: The Kargil Girl' begins with young Gunjan Saxena in a flight along with her older brother, Anshuman, in 1984."
academic excellence,gunjan saxena,Gunjan Saxena is congratulated for her academic excellence.
gunjan,pilot,"[{'type': 'desire', 'sentence': 'Gunjan, however wants to drop out of high school to become a pilot.'}, {'type': 'thwarted attempts', 'sentences': ['Gunjan makes multiple attempts, but these are thwarted by concerns regarding her educational qualifications and high costs, causing her to return home dejected']}]"
anshuman,gunjan,"feels that women should not be in the cockpit, but in kitchen making food for the family"
gunjan's father,gender equality,"a firm believer of gender equality,"
gunjan,indian air force,"Gunjan's acceptance into the Indian Air Force provides her with an opportunity to pursue her dream, despite initial reservations from family members and a male colleague. However, she faces additional challenges due to her height and gender during training."
anup,gunjan,"Anup fully supports Gunjan's decision to pursue her dream of joining the Indian Air Force, encouraging her when others doubt her."
kirti,gunjan,"Kirti expresses pride in her sister Gunjan's acceptance into the Indian Air Force, highlighting her own family members' differing opinions."
anshuman,gunjan,"Anshuman initially disapproves of Gunjan joining the Indian Air Force due to its male-dominated nature, but she ignores his reservations and continues with her training."
gunjan,male-dominated order of the air force,subjected to several harsh realities and inconveniences due to the male-dominated order of the air force
gunjan,anshuman,meets her and dissuades her from participation
gunjan,kargil war,"determined to take part in the war, and despite Anshuman meeting her and dissuading her from participation, disregards his reservations yet again"
gunjan,army soldiers,"ask her to abort the mission but regardless of their opinion, she proceeds"
gunjan,rpg attack,"rescues the other pilot and the wounded soldiers and successfully completes a risky maneuver, despite being exposed to bullets herself"
air force pilots,kargil war,all Air Force pilots are needed
gunjan,bravery,earns the respect by her fellow male soldiers and is rewarded with bravery
lucknow,principal photography for the film,"commenced in February 2019, with the film being extensively shot at Lucknow."
lucknow,film,The film was commenced in Lucknow in February 2019.
lucknow,extensively shot at lucknow,"The film's shooting, despite being continued for three months, came to halt in May 2019 citing the bad weather, but later resumed."
london,film,The team planned to shoot few scenes at London on July.
georgia,film,The team planned to change the location to Georgia.
kazbegi,high altitude regions of georgia,"The team planned to shoot some sequences in a town called Kazbegi, which is a mountainous area set over 5700 feet above sea level."
janhvi kapoor,angad bedi,"Both Janhvi Kapoor and Angad Bedi have shot the sequences for maintaining fitness for their roles, being accompanied by coach Brinston Miranda."
december 2019,film's shooting,Shooting of the film was wrapped up on 29 December 2019.
amit trivedi,film's music,The film's music was composed by Amit Trivedi while lyrics were written by Kausar Munir.
srinagar,gunjan saxena,"Gunjan Saxena came to Srinagar with the next crew few days later, and they participated in the operations together."
sreevidya rajan,first woman pilot,"Retired Wing Commander Namrita Chandi also said that it was not Gunjan, but Sreevidya Rajan who was the first lady pilot who flew to Kargil."
gunjan,sreevidya rajan,"Retired Wing Commander Namrita Chandi stated that it was not Gunjan, but Sreevidya Rajan who was the first lady pilot to fly to Kargil. Therefore, credit is being wrongly taken away by Gunjan."
rajan,gender equality,Rajan stated that she had never claimed credit due to her strong belief in gender equality.
iaf personnel,undue negative portrayal,Authorities in the Indian Air Force (IAF) wrote a letter to the Central Board of Film Certification over the alleged 'undue negative portrayal' of the IAF personnel.
iaf,authenticity,"Pointing out that IAF was the first branch of Indian Armed Forces to recruit female officers in the force, the IAF said that they have a gender-neutral workforce and do not propagate gender biases in their service."
iaf,johar,IAF claimed that Johar had agreed to represent it with authenticity and 'make all efforts to ensure that the film helps inspire the next generation of IAF Officers.'
iaf,exaggerated gender conflict,Certain scenes and dialogues in the film and its trailer were shown to have projected the IAF in bad light.
iaf,female officers,Wing Commander Namrita Chandi also remarked that the makers had exaggerated the gender conflict.
iaf,defense ministry,Many ex-army officers expressed similar concerns.
iaf,she also stated,She also stated that heroic acts may have been shown as part of cinematic licence.
iaf,saxena's name,"During a media interaction arranged by the IAF towards the end of the Kargil conflict, Saxena's name was projected as the first woman to fly for the IAF in a combat zone."
gender conflict,wing commander deepa nailwal,wing commander deepa nailwal also stated the same regarding the gender conflict.
gender conflict,defense ministry,"later, the defense ministry also raised concerns over the gender disparity shown in the film regarding the gender conflict."
portrayal of gender bias,saxena,"defending the portrayal of gender bias in the film, saxena clarified that the 'bias is not at an organizational level'."
grit,women officers',"since the bias is not at an organizational level, the experiences of different woman officers would be different. To deny it completely speaks of a feudal mindset and undermines the grit of women officers'."
gunjan saxena: the kargil girl,campaign targeted against the film,"following the death of actor sushant singh rajput, gunjan saxena: the kargil girl was subject to a campaign targeted against the film"
gunjan saxena: the kargil girl,producer karan johar,"for casting janhvi kapoor, daughter of actress sridevi and producer boney kapoor, in the film"
gunjan saxena: the kargil girl,teaser poster announcing the film's release date,"in a teaser poster announcing the film's release date on netflix, johar and dharma productions were not mentioned"
gunjan saxena: the kargil girl,netflix,"on 9 june 2020, netflix released a teaser video introducing gunjan saxena and also announcing the film's release date"
gunjan saxena: the kargil girl,review aggregator website rotten tomatoes,"on the review aggregator website rotten tomatoes, 100% of"
film,streaming platform,The film was premiered on the streaming platform
streaming platform,"august 12, 2020","On August 12, 2020, the film was premiered on the streaming platform"
film,positive reviews,The film received positive reviews
review aggregator website rotten tomatoes,17 critics' reviews,"On the review aggregator website Rotten Tomatoes, 17 critics' reviews were posted."
review aggregator website rotten tomatoes,positive reviews,Most of these reviews were positive
review aggregator website rotten tomatoes,average rating,The average rating of these reviews is 6.7 out of 10.
gunjan saxena: the kargil girl,received well in review from critics,The film was received with positive critiques by the media.
gunjan saxena: the kargil girl,a deeply moving tale of a feminist father and his feisty daughter,The film tells a powerful story about a progressive parent and his courageous child.
gunjan saxena: the kargil girl,wages war against patriarchal mind-set and discrimination,The movie challenges traditional gender roles and highlights the injustices faced by women.
