node_1,node_2,edge
amitabh bachchan,vijay malhotra,"Amitabh Bachchan portrays the character Vijay Malhotra, also known as Vijju, in this movie."
hema malini,sita malhotra,"Hema Malini's character in the movie is named Sita Malhotra, who is married to Vijay Malhotra (played by Amitabh Bachchan)."
sonu sood,acp karan malhotra,"Sonu Sood plays the role of ACP Karan Malhotra in this movie, who is the son of Vijay Malhotra (played by Amitabh Bachchan)."
prakash raj,kabir,"Prakash Raj's character in this movie is named Kabir, who is an international Don."
sonal chauhan,tanya nath malhotra,Sonal Chauhan portrays the character Tanya Nath Malhotra in this movie.
charmy kaur,amrutha,Charmy Kaur's character in this movie is named Amrutha.
rajeev verma,mirchi baba,Rajeev Verma portrays the character Mirchi Baba in this movie.
subbaraju,tedha,Subbaraju's character in this movie is named Tedha.
makrand deshpande,mac,Makrand Deshpande portrays the character Mac in this movie.
vishwajeet pradhan,sub-inspector shinde,Vishwajeet Pradhan's character in this movie is named Sub-Inspector Shinde.
shawar ali,anju,Shawar Ali portrays the character Anju in this movie.
raveena tandon,kamini,Raveena Tandon makes a special appearance as Kamini in this movie.
rajeev mehta,prem nath,"Rajeev Mehta portrays the character Prem Nath, who is the father of Tanya Nath Malhotra (played by Sonal Chauhan)."
atul parchure,inspector at airport,Atul Parchure makes a cameo appearance as an Inspector at the airport.
ajaz khan,sharp shooter,Ajaz Khan appears in this movie as a sharp shooter in a cameo role.
nikhil pandey,amrutha's father,Nikhil Pandey makes a cameo appearance as the father of Amrutha (played by Charmy Kaur).
supriya shukla,meenakshi,"Supriya Shukla's character in this movie is named Meenakshi, who is the owner of a house."
