node_1,node_2,edge
tony,blue-eyed princess,"According to a fortune teller, Tony will meet a blue-eyed princess who will significantly impact his life."
sonia,mother's grave,Sonia wants to visit her mother's grave for the first time while traveling from Austria to Singapore.
sonia,father,Sonia has been raised by her father since her mother left them mysteriously.
sonia's father,india and indians,"Sonia's father dislikes India and Indians due to his wife leaving him for Malaga, where she died."
ambassador,sonia's father,Sonia's father is an Austrian Ambassador.
sonia,neena,spending all his time with
sonia,prem arya,"meets in Austria, falls in love with"
sonia's father,prem arya,forbids marriage due to Indian origin
sonia,prem,"Sonia is shocked to find Prem in Malaga and reveals her still-present love for him. Prem tells Sonia that there is no point in having these feelings as nothing can be done about it, resulting in Sonia leaving the meeting confused."
sonia,tony,"Sonia asks Tony to organize a lunch with Prem, admitting her love for him to Prem, and ultimately leaving the lunch with Prem confused again."
prem,tony,Prem is surprised to see Tony at Sonia's lunch and later leaves when overwhelmed by emotion after Sonia reveals her still-present love for him.
sonia,nanny,"After spending time with Prem, Sonia admits to her nanny that she still loves Prem and thinks highly of him."
tony,sonia,"Tony overhears Sonia speaking about her love for someone, believing she is referring to her feelings for him."
neena,tony,It is obvious to Prem and Sonia that Neena has feelings for Tony.
sonia,prem,Sonia realizes her true happiness lies in being with Prem.
sonia's father,malaga,Sonia's father travels to Malaga to surprise Sonia.
malaga,prem,Sonia's father discovers that Sonia has been seeing Prem again in Malaga.
sonia's father,sonia,Sonia's father believes that Sonia intentionally traveled to Malaga to see Prem and does not believe it was a coincidence.
prem,sonia's happiness,"Unfortunately, Sonia's father forbids Prem to see Sonia because of her true happiness lies in being with Prem."
sonia,tony,Sonia tells Tony that she will be returning to Austria.
tony,neena,Tony is devastated because Sonia invites him to join her in Austria and Neena is extremely upset.
tony,job,Tony assures Neena that he will find a job for her once he is settled in Austria and continues happily packing for his journey.
sonia,cemetery,Sonia makes one last trip to the cemetery.
priest,sonia,The priest meets Sonia at the cemetery.
sonia,airport,Sonia is met by Tony at the airport.
tony,neena's message,Tony tells Sonia that he cannot go with her to Austria anymore because of Neena's message revealing her feelings and wishing him happiness in his new life.
sonia,tony,"Sonia tries to tell Tony that she does not love him, but he leaves quickly, not wanting a sad farewell. Sonia defends Tony and tells her father of his sacrifice. After seeing this sacrifice, Sonia realizes that she cannot give up Prem just to keep her father happy and begs him to let them marry."
sonia,prem,"Tony comments that although she looks quite pale and sad, Sonia will eventually get over her feelings for him. Sonia suggests to Prem that they should thank Tony because it was he who brought them together, and she also wants to clarify with Tony that she never had feelings for him. Prem stops her and advises that some dreams are so beautiful that they should not be broken."
tony,sonia,"Sonia defends Tony and tells her father of his sacrifice. After seeing this sacrifice, Sonia realizes that she cannot give up Prem just to keep her father happy and begs him to let them marry."
sonia's father,indians,Makes derogatory comments about Indians and about Tony not joining them.
sonia's father,sonia,Makes further derogatory comments about Indians and her mother.
sonia's mother,contagious disease,"Was diagnosed with a contagious disease, so she made the sacrifice to leave the two of them and die alone in India so that they would not fall ill."
tony,sonia's feelings,Believes Sonia has not left Malaga because she wants to be near to him (Tony).
