node_1,node_2,edge
jay ray,gina,"Jay, a dance teacher in Las Vegas, marries immigrant women to get them green cards for money. Gina, the rich daughter of a powerful Anglo-Indian casino owner, falls for him. Jay goes along with her proposal to marry into money."
jay ray,bob grover,"Jay's future brother-in-law is the vicious, homicidal Tony. Bob Grover is Gina's rich and powerful Anglo-Indian casino owner father."
tony,natasha,"Tony is about to marry a Mexican woman named Natasha, whom Jay knows as Linda."
linda,jay ray,"Linda and Jay humorously agree to a 'divorce' the night before Tony and Natasha's wedding. They are married immigrants, but Linda reveals herself as an imposter in order to escape from Tony."
tony,linda,"A jealous, gun-wielding Tony arrives at Linda's apartment while Jay is there. After he hits her, Linda knocks him out with a heavy object while he tussles with Jay."
robin,linda,"Robin helps Linda and Jay go on the run towards Mexico, giving them fake passports and IDs."
jay ray,robin,Robin is a friend of Jay's who helps them escape from Tony and the police in pursuit.
wedding,robin,Robin comes to their house after their wedding.
robin,passports,Robin brings the passports to them.
tony,robin,Tony and his men shoot Robin unexpectedly.
linda,jay,Linda and Jay escape together.
house,linda,They are at their house when Robin comes to give them the passports.
train,jay,Linda puts Jay aboard a train during the car chase.
train,jamaal,Jamaal tells Jay of Linda's whereabouts while Jay is aboard the train.
jamaal,tony's men,"Tony's men ambush Jamaal and kill him, but not before he tells Jay of Linda's whereabouts."
tony's men,jay,Jay kills off all of Tony's men.
car door,tony,Jay kills Tony by smashing his face into the car door.
text message,linda,"Linda sends Jay a text message saying, 'I am going...Sorry, forget me' during the car chase."
cliff,linda,"Linda drives off of a cliff during the car chase, killing herself by drowning."
