node_1,node_2,edge
prince,maya (girlfriend),"Relationship between Prince and his girlfriend Maya, who claims to be his memoryless self's girlfriend."
maya (girlfriend),serena,Serena is revealed to be the other 'Maya' who claims to be Prince's girlfriend and works for Sarang.
prince,sarang,"Prince and Sarang are after a man named Sarang, who is involved with a special coin."
special coin,sarang,The special coin that Prince and others find is related to Sarang as he uses it for his own purposes.
prince's brain,chip,"The chip inside Prince's brain makes him forget everything every morning, which is revealed to be a side effect of the special coin."
sarang sanghvi,prince and maya,"Sarang reveals Prince and Maya that they are trapped, and Sarang's assistant P.K. works for him along with Serena."
chip,prince's brain,"The chip inside Prince's brain is related to his brain that crashes every morning, causing a lot of pain and revealing side effects."
real maya,prince,"The real Maya saves Prince in the end, who is revealed to be his girlfriend."
prince,pain,In a lot of pain
prince,last day,This particular day is the last day
prince,coin,"The coin, which can save Prince"
serena,prince,Leading to a high-profile chase
prince,coin,Prince manages to keep the coin safe but faints
mysterious car,prince,"A mysterious car arrives, pulls him in, and flees"
maya,prince alive,"Maya gets a phone call, saying she must come to a certain location if she wants Prince alive"
mike,prince,Friend of Prince's named Mike
priya,prince,"First Maya that Prince had met at the club, is actually named Priya"
maya,coin,Priya takes the coin and runs away with it
mike,coin,Mike tells Maya that he has the real coin; the one Priya has is a fake
prince,conscious,"While they are fixing an unconscious Prince, Priya returns, begging to be saved, but gets shot by Sarang and his gang"
sarang,priya,"Sarang and his gang escape, but Prince puts a tracking device on Sarang"
prince,coin,"They track him down, and Prince ultimately gets the coin,"
sarang,waterfall,Sarang falls off a waterfall to his death
prince,happily-ever-after ending,"While Prince and Maya are looking forward to a happily-ever-after ending,"
serena,alive,Implying that she is still alive
