node_1,node_2,edge
krishna mehra,rohit mehra,Krishna Mehra is Rohit's son
krishna mehra,krrish,"Krishna Mehra moonlights as Krrish, a superhero"
priya mehra,krishna mehra,Priya Mehra is Krishna's wife
priya mehra,krrish,Krishna's wife Priya Mehra transforms into Krrish for a mission
kaya,kaal,"Kaya, Kaal's secretary and girlfriend, is created by fusing the serum of a woman and a chameleon"
kaya,krishna,Kaya falls in love with Krishna after shapeshifting into Priya
kaal,krishna,"Kaal, the main antagonist, and Krishna have a rivalry"
dr. varun shetty,rohit mehra,Rohit's scientist friend Dr. Varun Shetty
dr. alok sen,kaal pharmaceuticals,Scientist working at Kaal Pharmaceuticals Dr. Alok Sen
kripal sharma,krishna,Krishna's friend and co-worker Kripal Sharma
sharma's wife,kripal sharma,Sharma's wife is married to Krishna's friend Kripal Sharma
striker|frogman,none,Mutant Striker|Frogman does not have a direct relation with any other character
cheetah woman,none,Mutant Cheetah Woman does not have a direct relation with any other character
ant man,none,Mutant Ant Man does not have a direct relation with any other character
scorpion woman,none,Mutant Scorpion Woman does not have a direct relation with any other character
rhino man,none,Mutant Rhino Man does not have a direct relation with any other character
vineet sharma,air india aircraft,Pilot Vineet Sharma of Air India aircraft
chief minister of maharashtra,none,Special appearance by Chief minister of Maharashtra (Sachin Khedekar)
danniel kaleb,rhino man,"In this context, 'Danniel Kaleb' and 'Rhino Man' refer to the same character portrayed by an actor. This could suggest a synonym or alias relationship between the two terms."
vineet sharma,pilot of air india aircraft,"In this context, 'Vineet Sharma' and 'Pilot of Air India aircraft' are related as the former is playing the role of the latter."
sachin khedekar,chief minister of maharashtra (special appearance),"In this context, 'Sachin Khedekar' is appearing in a special role as the 'Chief minister of Maharashtra'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
naseeruddin shah,dr. siddhant arya (special appearance),"In this context, 'Naseeruddin Shah' is making a special appearance as 'Dr. Siddhant Arya'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
mohnish behl,kaal's adoptive father (special appearance),"In this context, 'Mohnish Behl' is appearing in a special role as 'Kaal's adoptive father'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
raju kher,scientist in kaal's lab,"In this context, 'Raju Kher' is playing the role of a scientist working in 'Kaal's lab'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
rekha,sonia mehra (flashback scenes),"In this context, 'Rekha' is appearing in flashback scenes as 'Sonia Mehra'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
preity zinta,nisha (flashback scenes),"In this context, 'Preity Zinta' is appearing in flashback scenes as 'Nisha'. This relationship could be seen as an instance-of or part-of relationship between the two terms."
