node_1,node_2,edge
akshay kumar,raj malhotra,"In the movie, Akshay Kumar plays the character of Raj Malhotra."
priyanka chopra,sonia roy née kapoor,Priyanka Chopra portrays the role of Sonia Roy née Kapoor in the movie.
kareena kapoor,advocate priya raj malhotra,"In the film, Kareena Kapoor is seen as Advocate Priya Raj Malhotra."
amrish puri,ranjit roy,The character of Ranjit Roy is played by Amrish Puri in the movie.
annu kapoor,barrister ram chotrani,"In the film, Annu Kapoor portrays the role of Barrister Ram Chotrani."
paresh rawal,advocate ravi patel,The character of Advocate Ravi Patel is played by Paresh Rawal in the movie.
vivek shauq,rakesh sharma,"In the film, Vivek Shauq portrays the role of Rakesh Sharma."
preeti puri,jenny,Preeti Puri is seen as Jenny in the movie.
upasana singh,kanchan chotrani,"In the film, Upasana Singh plays the role of Kanchan Chotrani."
dinesh lamba,garv,The character of Garv is played by Dinesh Lamba in the movie.
anil nagrath,judge anupam choudhary,"In the film, Anil Nagrath portrays the role of Judge Anupam Choudhary."
