node_1,node_2,edge
race 3,salman khan,Salman Khan is the lead actor of Race 3.
race 3,abbas-mustan,Director-duo Abbas-Mustan confirmed the planning of a third instalment in the Race franchise for Race 3 in the year 2015.
race 3,producer ramesh taurani,"Producer Ramesh Taurani approached Salman Khan for Race 3, but asked him to make changes in the script."
race 3,remo d'souza,Salman Khan agreed to be a part of Race 3 on the condition that Remo D'Souza would direct the film.
race 3,saif ali khan,Saif Ali Khan decided not to be a part of Race 3 as he was opposed to the idea of him playing a parallel lead to Salman.
race 3,"katrina kaif, jacqueline fernandez, deepika padukone","Media reports surfaced about Katrina Kaif, Jacqueline Fernandez, and Deepika Padukone being considered for the female lead opposite Khan. Jacqueline Fernandez was eventually finalised for the role."
race 3,bangkok,The filming of Race 3 moved to Bangkok in Thailand for its second schedule where they filmed a song and an action sequence.
race 3,mehboob studios,The shooting of Race 3 began at the Mehboob Studios in Mumbai.
studios in mumbai,race 3,The film Race 3 is produced and released by studios based in Mumbai.
race 3,bangkok,"The second schedule of the filming of Race 3 took place in Bangkok, Thailand."
bangkok,floating market,"The filming of a song and an action sequence from Race 3 was done at the Floating Market in Bangkok, Thailand."
bangkok,rose garden,"The filming of a song and an action sequence from Race 3 was done at the Rose Garden in Bangkok, Thailand."
emirates palace,race 3,The shooting schedule of Race 3 lasted for 35 days at Emirates Palace.
yas viceroy abu dhabi,race 3,The shooting schedule of Race 3 lasted for 35 days at Yas Viceroy Abu Dhabi.
the st. regis abu dhabi,race 3,The shooting schedule of Race 3 lasted for 35 days at The St. Regis Abu Dhabi.
abu dhabi national exhibition centre,race 3,The shooting schedule of Race 3 took place at the Abu Dhabi National Exhibition Centre.
emirates steel,race 3,The shooting schedule of Race 3 took place at Emirates Steel.
liwa desert,race 3,The shooting schedule of Race 3 took place in the Liwa Desert.
abu dhabi,emirates palace,Filming was done at Emirates Palace in Abu Dhabi for Race 3.
yas viceroy abu dhabi,race 3,Filming was done at Yas Viceroy Abu Dhabi in Abu Dhabi for Race 3.
the st. regis abu dhabi,race 3,Filming was done at The St. Regis Abu Dhabi in Abu Dhabi for Race 3.
abu dhabi national exhibition centre,race 3,Filming took place at the Abu Dhabi National Exhibition Centre in Abu Dhabi for Race 3.
emirates steel,race 3,Filming for Race 3 took place at Emirates Steel in Abu Dhabi.
liwa desert,race 3,Filming for Race 3 was done in the Liwa Desert of Abu Dhabi.
jaisalmer,race 3,"The remaining patchwork of the film Race 3 was completed in Jaisalmer, Rajasthan due to the conviction of Salman Khan in a case."
floating market,rose garden,"Both Floating Market and Rose Garden are located in Bangkok, Thailand where filming for Race 3 took place."
