node_1,node_2,edge
sunny,max,"Sunny and Max were best friends who had a falling out after Max's girlfriend falsely accused Sunny of harassment, leading to a violent confrontation."
sonia,max,"Max's girlfriend Sonia became attracted to Sunny and attempted to initiate a sexual relationship with him, which Max witnessed and led to the altercation between Max and Sunny."
heena,bobby,Heena and Bobby are daughters of two feuding families who despise each other and want their daughters to marry rich men.
chintu,dabboo,Chintu and Dabboo are half-brothers who also despise each other and head their respective families.
aakhri pasta,jai,"Marriage counsellor Aakhri Pasta brings Jai to Chintu, who misinterprets a joke and verbally abuses Jai's father Rajendra, resulting in Rajendra suffering a heart attack."
jolly,jelo,Jolly is busy trying to introduce his girlfriend Jelo to JD and doesn't want to get involved.
max,jolly,Jolly suggests Max to pose as him to introduce his girlfriend Jelo to JD.
sunny,chintu,"Chintu sends Sunny, his bodyguard, to land in Chintu's house."
heena,max,Heena and Max get accidentally trapped on an island during a wildlife conservation event organized by Heena and Bobby.
bobby,max,Bobby and Max also sort out their relations while getting trapped on the island with Heena.
parul patel,jd,Parul Patel is JD's friend Batuk Patel's daughter whom JD had fixed his marriage 20 years ago when Jolly was literally a child.
sunny,jd,"After seeing Jolly holding Sunny's garland, JD assumes that Jolly got engaged to Heena."
jwala,jolly,Jolly reveals his real name as Jwala to Max and Sunny.
goddess bhadrakali,sunny,"Sunny consistently fools J.D. By taking the name of Goddess Bhadrakali, as he is her true devotee."
max,jolly (in actuality sunny),Sunny handles the situation well by fooling J.D. Consistently by stating Max is Jolly's friend who is engaged to Bobby.
max,goddess bhadrakali,"Sunny lies that Max is Jolly's friend and mentions that Max's father is against their marriage, taking the name of Goddess Bhadrakali as he is her true devotee."
bobby,max,Max is engaged to Bobby.
parul,jai,"Jai and Jolly lie that Jai is Jolly when Parul arrives, as they love each other."
j-lo,jolly/jwala,J-Lo gives Jolly/Jwala the ultimatum — take me to your house or forget me.
sunny,j-lo,"Sunny lies to J.D., saying that J-Lo is his fiancée, and J.D. again agrees to let her live there as Sunny takes the name of Goddess Bhadrakali."
jai,jolly/jwala,"When they see Parul, Jai and Jolly lie that Jai is Jolly."
sunny,bobby,"Bobby and Heena slap Max and Sunny respectively when they tell the truth to them. However, on the next day, Bobby and Heena forgive Sunny."
max,bobby,Bobby slaps Max when he tells the truth to him and Heena.
heena,sunny,Heena slaps Sunny when he tells the truth to her and Bobby.
j.d.,jagga dacoit,J.D. turns back into Jagga Dacoit and starts frightening the families with his gun.
sunny,j.d.,Sunny runs towards J.D. To save him from the falling chandelier and then he understands what was happening.
ranjeet,max's mentor,"Ranjeet, as well as Max's mentor, tells them never to break anyone's heart."
bobby,heena,Bobby and Heena convince their fathers to forget their enmity and live together as legitimate brothers.
chintu,dabboo,Chintu and Dabboo join hands.
j.d.,the other brides' fathers,"On the day of the four couples' marriage, J.D. And the other brides' fathers learn the truth about the grooms and that they have been lying so far."
jai,jolly,Jai and Jolly also let off their plan of revenge on Kapoors on Jai's father's advice.
