node_1,node_2,edge
monty,ravi,Monty is the reincarnation of Ravi.
j.j. oberoi,monty,J.J. Oberoi is the adoptive father of Monty.
tina,monty,Monty has romantic feelings for Tina.
dr. dayal,monty,Monty considers Dr. Dayal to be a close friend and confidante.
kabira,tina,Kabira is the caretaker of Tina.
princess kamini,monty,Princess Kamini becomes acquainted with Monty during his trip to Kenya.
ravi verma,princess kamini,Kamini is the wife of Ravi and inherits his wealth after his death.
sir judah,ravi verma,Ravi wins a court case against Sir Judah in Kenya.
kenya,ravi verma,Ravi visits Kenya with his wife Kamini and later dies in Kenya.
accident,ravi's previous birth,The accident that led to Ravi's death in his previous birth.
monty,ravi,Monty is the reincarnation of Ravi.
princess kamini,tina,Princess Kamini knows both Monty and Tina.
judah,princess kamini,Judah is the mistress of Princess Kamini.
tina,kabira,Tina and Kabira are involved in Monty's plan to bring Princess Kamini to justice.
princess kamini,monty,Monty convinces Princess Kamini to marry him.
monty,princess kamini,Monty reenacts the accident to make Princess Kamini believe that he remembers she killed him/Ravi.
princess kamini,ravi's mother and sister,Princess Kamini lies to Monty about the decease of Ravi's mother and sister.
monty,princess kamini,Monty brings Princess Kamini to justice with Tina and Kabira.
kabira,police,"Kabira appears with the police in tow, who have her confession on record."
judah,princess kamini,Judah demands Princess Kamini's release while holding Tina hostage.
princess kamini,ravi,"In previous birth, Princess Kamini arrives at the same spot where Ravi was killed."
monty,princess kamini,Tina tries to run away with Monty at her heels. Princess Kamini boards a plane and shoots Monty at the same spot where Ravi was killed in his previous birth.
monty's car,princess kamini's plane,"As Princess Kamini's plane approaches Monty, Monty sets the car on fire that soon engulfs the plane, killing Princess Kamini."
tina,monty,"With Princess Kamini dead, Monty and Tina are united as the end credits roll."
