node_1,node_2,edge
remote cabin,sarah,Sarah stayed at a remote cabin with her son.
sarah,jonas,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.
jonas,sarah,Jonas struck and sexually assaulted Sarah at the remote cabin.
sarah,jonas's wife,Sarah threatened to tell Jonas's wife about their illegitimate son.
boy,sarah,The boy and Sarah were visiting the remote cabin together.
remote cabin,crash,"After Jonas left, Sarah followed him in her car. During the chase, Sarah's car crashed into a lake near the remote cabin."
boy,mother,The boy escaped from Sarah's car before it crashed into the lake near the remote cabin.
remote cabin,sinking,"Despite the boy's pleading, Sarah remained seated in her car and sunk with it near the remote cabin."
harry hole,norwegian police service's oslo district,Harry was an inspector working for the Norwegian Police Service's Oslo district.
harry hole,rakel,Harry had recently broken up with Rakel.
oleg,harry,Oleg was the son that Harry loved like a son.
letter,mysterious,Harry received a mysterious letter signed with a childlike drawing of a snowman.
katrine bratt,harry hole,Katrine was a new recruit working alongside Harry.
birte becker,disappearance,Katrine and Harry investigated the disappearance of Birte Becker.
birte becker,snowman,A snowman was found at Birte's home during the investigation.
harry,katrine,Harry realizes Katrine has taken police files without permission.
katrine,harry,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto."
sylvia otterson,harry,Harry and Katrine find Sylvia Otterson alive and well at her farm.
sylvia otterson,ane,"Shortly after Harry and Katrine leave, a masked figure beheads Sylvia with an electrified cable harness. A call comes in requesting Harry specifically so he and Katrine return to the farmhouse. There they meet Sylvia's identical twin, Ane."
arve støp,katrine,Katrine believes corrupt businessman Arve Støp is responsible for the deaths.
rakel,mathias,"Harry runs into Rakel's new boyfriend Mathias, a cosmetic surgeon,"
oleg,harry,Harry forgets he had promised to take Oleg on a camping trip the same day.
dr. vetlesen,støp's high-class prostitution ring,Dr. Vetlesen oversees Støp's high-class prostitution ring.
dr. vetlesen,recent victims,Each of the recent victims visited the clinic of Dr. Vetlesen.
becker's phone,vetlesen's house,The signal from Becker's reactivated phone was traced to Vetlesen's house.
katrine,støp,Katrine flirted with Støp at a public event.
masked figure,katrine's finger,The masked figure severed a finger on Katrine's right hand.
hidden camera,støp's hotel room,Katrine set up a hidden camera in Støp's hotel room.
harry,dead katrine,Harry found Katrine dead inside a car decorated by the outline of a snowman on its roof.
mathias,hating,Mathias has strong feelings of dislike towards someone or something.
mathias,abandoning,"Mathias's mother left him at some point, causing him to feel abandoned."
mathias,targeting,Mathias is intentionally harming or attacking certain individuals who he believes are harming their children.
harry,reinterviewing,"After gathering initial information, Harry decides to interview Filip again in order to gather more details."
filip,meeting,"At some point, Filip met with a hormone specialist and visiting consultant named Mathias."
rakel,being held hostage,"Mathias abducts Rakel and Oleg, holding them captive against their will."
harry,locating,"After receiving information about Mathias' location, Harry is able to find the cottage where Rakel and Oleg are being held hostage."
mathias,holding hostage,"Mathias kidnaps Rakel and Oleg, keeping them against their will in order to achieve his own goals."
harry,rescuing,"After locating the cottage, Harry frees Rakel from a cable harness and saves her from Mathias' clutches."
mathias,escaping,"When confronted by Harry, Mathias manages to escape and continues his pursuit of his objectives."
harry,chasing,"After freeing Rakel, Harry gives chase to Mathias as he tries to escape."
mathias,shooting,"In an attempt to stop Harry, Mathias uses a firearm against him."
harry,losing,"As a result of being shot by Mathias, Harry loses one of his fingers."
mathias,walking,"After shooting Harry, Mathias begins to walk towards him."
harry,volunteering,"Following the events that took place, Harry decides to assist with a new homicide case."
