node_1,node_2,edge
movies,summary,"movies have a summary that provides details about the movie's plot, characters, and other important information."
fantasy island,blumhouse's fantasy island,synonym relationship between the two names of the movie
michael peña,gwen olsen,both actors appear in the film alongside each other
maggie q,patrick sullivan,both actors appear in the film alongside each other and share a relation as an ex-cop and her client
lucy hale,melanie cole,both actresses appear in the film alongside each other
austin stowell,j. d. weaver,both actors appear in the film alongside each other and share a relation as step-brothers
ryan hansen,brax weaver,both actors appear in the film alongside each other and share a relation as step-brothers
portia doubleday,sloane maddison,both actresses appear in the film alongside each other and share a relation of childhood bully and victim
michael rooker,mr. roarke,both actors appear in the film and Mr. Roarke is the proprietor of Fantasy Island
abc's 1977 television series,fantasy island,synonym relationship between the two names of the original TV show
fantasy island,weavers,"Fantasy Island offers fantasies to its guests, including the Weavers. However, when a drug cartel takes the Weavers hostage, Fantasy Island becomes a living nightmare for them."
gwen,nick taylor,"In Gwen's fantasy, she tries to save Nick from a fire that ultimately leads to his death. Later, when she is forced to relive this nightmare, she attempts to rescue him again but fails and is saved by Roarke."
patrick,lieutenant sullivan,Patrick recognizes Lieutenant Sullivan as his father in the military platoon that captures him. This reveals a previously unknown relationship between the two.
melanie,sloane,Melanie and Sloane are both kidnapped and brought to Fantasy Island against their wills. They form a relationship as they try to escape together.
damon,deceased daughter,"Damon is hired by Roarke to see his deceased daughter again, but the fantasy becomes a nightmare that traps him on the island. This highlights the potential consequences of fulfilling fantasies."
roarke,deceased wife,"Roarke's own fantasy is to be with his deceased wife, and he insists that the guests' fantasies be fulfilled to continue this one. This reveals a significant aspect of his character."
gwen,allen,"Gwen wakes up to find she has a daughter with Allen, which dissatisfies her as she realizes that it wasn't the fantasy she wanted."
spring water,fantasies,"The fantasies are created by spring water under a glowing rock in a cave, as revealed by Damon."
melanie,nick taylor,"Melanie finds out that the other guests, except Melanie, are also there and attempts to save Nick, but fails and is rescued by Roarke's assistant, Julia. Nick asks Melanie out that night and she turns him down, which is the reason he was in the apartment."
melanie,sloane,Melanie takes Sloane hostage as her revenge for Nick's death and reveals that it is her true fantasy.
julia,roarke's wife,"Julia is revealed to be Roarke's wife, brought back by the power of the island dying of a terminal illness."
sullivan's soldiers,the weavers,"Sullivan's soldiers are summoned to rescue The Weavers, but they get attacked by the zombified cartel."
j. d.,sullivan's soldiers,J. D. Is a part of Sullivan's soldiers and gets fatally shot in the ensuing gunfight.
sullivan,patrick,Sullivan sacrifices himself so Patrick and Brax can escape during the gunfight.
the remaining guests,roarke,"The remaining guests regroup at the resort but are cornered by Roarke, who reveals that they are in a fantasy in which they are all killed."
damon's associates,the guests,"Damon's associates send a plane to rescue the guests, but it is shot down."
the guests,the glowing rock,The guests run to the cave to destroy the glowing rock with a grenade Patrick is carrying.
julia,roarke,"Julia is revealed to be Roarke's wife, brought back by the power of the island dying of a terminal disease she was suffering from when she met Roarke."
melanie,nick,"Sloane remembers the spring water she collected before and wishes Melanie 'to be' forever with Nick. As a result, a zombified Nick attacks Melanie and drags her into the water."
melanie,island,"The guests on Fantasy Island were convinced that Melanie's soulmate, who she had a date with, was her 'soulmate'. However, as the fantasy concludes, Julia is revealed to be Roarke's wife, brought back by the power of the island dying of a terminal disease she was suffering from when she met Roarke."
island,purification,"As the fantasy concludes, Gwen, Sloane, and Brax wake up at the resort, where Roarke agrees to let them go. While the guests board a plane to leave the now-purified Fantasy Island."
brax,tattoo,"After Gwen, Sloane, and a resurrected J. D. depart, Roarke asks Brax to become his new assistant. Remembering a nickname J. D. gave him, Brax chooses to rename himself 'Tattoo', initiating the events of the 1977 television series."
patrick,sacrifice,"Patrick sacrifices himself and falls on it to protect the others, paying homage to how his father died years ago: protecting his troop in Venezuela by falling onto a grenade."
fantasy island,horror film adaptation,"In July 2018, it was announced that a horror film adaptation of the Fantasy Island television series was being developed at Blumhouse Productions and Sony Pictures. It was described as 'a mix of Westworld and The Cabin in the Woods'."
fantasy island,westworld,It was described as 'a mix of Westworld and The Cabin in the Woods'.
jeff wadlow,director,Wadlow was set to direct [Fantasy Island] as well as co-write the screenplay.
michael peña,actor,Peña joined the cast of [Fantasy Island].
jimmy o. yang,actor,Yang joined the cast of [Fantasy Island].
dave bautista,actor,"Bautista was set to appear in [Fantasy Island], but later withdrew from the project."
lucy hale,actor,Hale joined the cast of [Fantasy Island].
maggie q,actor,Wadlow disclosed that Maggie Q was added to the cast of [Fantasy Island].
portia doubleday,actor,Wadlow disclosed that Portia Doubleday was added to the cast of [Fantasy Island].
ryan hansen,actor,Wadlow disclosed that Ryan Hansen was added to the cast of [Fantasy Island].
michael rooker,actor,Rooker appeared in [Fantasy Island].
charlotte mckinney,actor,McKinney appeared in [Fantasy Island].
parisa fitz-henley,actor,Fitz-Henley appeared in [Fantasy Island].
austin stowell,actor,Stowell appeared in [Fantasy Island].
mike vogel,actor,Vogel appeared in [Fantasy Island].
sony pictures,production company,[Fantasy Island] was produced by Sony Pictures.
blumhouse productions,production company,"Another Blumhouse production, [The Invisible Man], was set for the original date of [Fantasy Island]'s release."
madison gate records,music label,"Jared Lee's 'Don’t Wish Your Life Away', which appeared in the end credits of [Fantasy Island], was released by Madison Gate Records."
bear mccreary,composer,"McCreary composed the score for [Fantasy Island] and released it on February 14, 2020."
digital release,release medium,"Fantasy Island was released digitally on April 14, 2020."
blu-ray and dvd release,release medium,"Fantasy Island was released on Blu-ray and DVD on May 12, 2020."
"february 14, 2020",release date,"Fantasy Island was originally scheduled to be released on February 28, 2020, before being moved up."
"april 14, 2020",digital release date,"Fantasy Island was digitally released on April 14, 2020."
"may 12, 2020",blu-ray and dvd release date,"Fantasy Island was released on Blu-ray and DVD on May 12, 2020."
sony pictures entertainment,parent company,"Sony Pictures is the parent company of Sony Pictures, which produced [Fantasy Island]."
fantasy island,$49 million,Fantasy Island earned $49 million worldwide in its box office run against a production budget of $7 million.
united states and canada,$21.6 million,"In the United States and Canada, Fantasy Island grossed $21.6 million in its opening weekend alongside other releases."
rotten tomatoes,8%,Fantasy Island received an approval rating of 8% on Rotten Tomatoes based on 113 critics' reviews.
critics consensus,"fantasy island tries to show audiences the dark side of wish fulfillment, but mainly serves as a cautionary tale about the dangers of exhuming long-dead franchises.",This is the statement that summarizes the critics' consensus on Fantasy Island as reviewed by Rotten Tomatoes.
metacritic,22,Fantasy Island received a score of 22 out of 100 on Metacritic based on 29 critics' reviews.
audience polled by cinemascore,c-,Fantasy Island received an average grade of 'C-' from audiences polled by CinemaScore on an A+ to F scale.
richard roeper,chicago sun-times,Fantasy Island is described as 'inane' and 'contrived' by Richard Roeper of the Chicago Sun-Times.
peter travers,rolling stone,Fantasy Island receives a rating of zero out of five stars from Peter Travers of Rolling Stone.
fantasy island,death row,"If crimes against cinema merated prosecution, Blumhouse's Fantasy Island would go directly to death row."
