node_1,node_2,edge
christian,ana,spouses in newlyweds Christian and Anastasia
anastasia,christian's corporate headquarters,break-in at Christian’s corporate headquarters that Ana is informed about
ana,jack hyde,former boss who was fired for sexual assault mentioned in context
christian,new house,new house gifted by Christian to Ana
ana,gia matteo,architect hired by Christian to rebuild the new house for Ana
ana,christian's wishes,instructions given by Christian to Ana regarding staying at home
anastasia,kate kavanagh,friend of Ana mentioned in context
christian's brother,elliot,older brother of Christian named Elliot
kate kavanagh,christian's business associate,"Gia, Christian's business associate mentioned by Kate in context"
jack hyde,ana's house,break-in at Ana's house orchestrated by Jack Hyde
anastasia,aspen,trip to Aspen planned by Christian for Ana
kate kavanagh,elliot's engagement,proposal made by Elliot to Kate in the context
ana,christian's desk,takes a checkbook and revolver from Christian's desk
ana,bank manager,suspicious bank manager calls Christian
liz,ana,Ana's co-worker and driver for Hyde's demands
ana,hyde,"At the drop-off site, a psychotic and vengeful Hyde attacks her, kicking her abdomen. Ana tries to stop him as Hyde pulls out the revolver and shoots him in the leg."
christian,ana,Ana blacks out as she hears Christian's voice. She wakes up three days later in the hospital with Christian at her side.
christian,grace,Grace assures him that Ana will not leave him.
hyde,liz,Hyde was envious of Christian being adopted by the wealthy Grey family instead of him. Hyde blackmailed Liz with a sex tape into being his accomplice.
christian,welch,"Christian's private investigator, Welch, has left a report showing that Christian and Hyde had shared the same foster family, though Christian seems to have no memory of this."
ana,red room,"Ana invites Christian to join her in the red room, where Christian delivers the dialogue 'You're topping from the bottom, Mrs. Grey. But I can live with that.'"
christian,teddy,"Years later at their house by the lake, Ana and Christian are with their son, Teddy."
ana,christian,"They find out where his birth mother is buried. They visit her grave, and he lays flowers on it."
