node_1,node_2,edge
donkey kong championship game,eddie 'the fireblaster' plant,"In the context, Eddie 'The Fireblaster' Plant seemingly loses a Donkey Kong championship game to Sam Brenner. This event is included in a time capsule launched into space, which is later discovered and analyzed by the President of the United States, Will Cooper."
galaga,andersen air force base,The extraterrestrial aliens in the form of Galaga besiege Andersen Air Force Base in Guam.
earth,arcade game icons,"The aliens have mistaken the videocassette as a declaration of war and are attacking Earth with arcade game icons, according to Brenner's deduction."
earth,best-of-five battle,"The aliens challenge Earth to a best-of-five battle, claiming that Earth has lost the first match."
taj mahal,arkanoid,The aliens attack the Taj Mahal in the form of Arkanoid.
navy seals,brenner and ludlow,Brenner and Ludlow train Navy SEALs to play the games.
violet van patten,effective energy weapons,Violet develops effective energy weapons.
hyde park,centipede,The aliens attack Hyde Park in the form of Centipede.
mini coopers,ghosts against a giant pac-man,"In New York City, Brenner and Ludlow fight against a giant Pac-Man in Mini Coopers as ghosts."
duck hunt dog,trophy,The aliens send a trophy in the form of the Duck Hunt dog.
eddie,new york city,Assists in New York City
eddie,pac-man,Fights against a giant Pac-Man in Mini Coopers as ghosts
toru iwatani,pac-man,Tries to reason with it but gets his hand bitten off
brenner,q*bert,Wins the game with Q*Bert as a trophy
eddie,cheat code written on glasses,Uses a cheat code written on his glasses during video game matches
eddie,aliens,Abducts Matty after discovering he used a cheat code written on glasses
aliens,video game characters,"Attack Washington, D.C. With an army of video game characters"
ludlow,lady lisa,Is attacked by Lady Lisa in the form of a video game character
brenner,donkey kong,Faces Donkey Kong as the trio is placed on the starting level with Donkey Kong and the captives at the top level during the final battle
will,aliens,Negotiates a peace agreement with the aliens after Earth is saved
eddie,brenner,Apologizes to Brenner for cheating and acknowledges him as the best Donkey Kong player
lisa,q*bert (after transformation),"After Ludlow's devastation over Lisa's disappearance, Q*Bert transforms itself to resemble Lisa, giving Ludlow some solace and comfort in his grief."
brenner,violet,"In the context provided, Brenner and Violet start a romantic relationship with each other."
eddie,serena williams,Eddie meets tennis player Serena Williams in the given context.
eddie,martha stewart,Eddie also meets Martha Stewart in the given context.
aliens,everything on earth,"The aliens restore everything on Earth, including Iwatani's hand, as mentioned in the provided context."
ludlow,lisa,"In the given context, Ludlow is devastated over Lisa's disappearance."
ludlow,q*bert (after transformation),"After transforming itself into Lisa's likeness, Q*Bert gives Ludlow comfort in his grief over Lisa's disappearance."
ludlow,children (q*bert-like),"In the final outcome of the given context, Ludlow and Lisa get married, and they have Q*Bert-like children together."
