node_1,node_2,edge
frankenstein,monster,"Frankenstein creates a monster by putting together parts of corpses and reanimating them. Horrified by his creation, Frankenstein tries to destroy it, but the monster survives and murders his wife Elizabeth. Frankenstein chases it to the Arctic, but he succumbs to the cold weather."
monster,demons,"The monster's creation leads to the death of Frankenstein's wife Elizabeth. The monster is pursued by demons, but survives and eventually buries Frankenstein in the Arctic."
adam,demon,"For the next two hundred years, Adam lives apart from society, killing any demon that pursues him and hiding from them. During the fight, a police officer is killed."
adam,gargoyles,"Deciding to rejoin society in the modern-day, Adam looks for and confronts a group of demons. During the fight, a police officer is killed. This causes Adam to be summoned by the gargoyles once more and they decide to imprison him as punishment."
adam,gargoyle queen leonore,"Leonore explains that they were created by the Archangel Michael to battle demons on Earth and protect humanity. She names the creature 'Adam' and invites him to join them, but he declines and chooses to depart."
gargoyles,demons,The gargoyles were created by the Archangel Michael to battle demons on Earth and protect humanity. They invite Adam to join them in this mission.
adam,baton-like weapons,"The gargoyles give Adam baton-like weapons to protect himself, as more demons will come after him. The weapons allow him to 'descend' demons (destroying their bodies and trapping their souls in Hell) as they have the symbol of the Gargoyle Order carved on them."
adam,gargoyles,summoned by the gargoyles as punishment
helek,naberius,"reports to his leader, the demon prince Naberius"
adam,wessex,disguised as billionaire businessman Charles Wessex
terra wade,carl avery,employed by Naberius to conduct experiments
demon prince naberius,helek,"his most formidable warrior, Zuriel"
gideon,adam,"trades Adam for Leonore, but Adam escapes after the attack"
frankenstein's journal,gideon,offers to trade for Leonore
zuriel,leonore,takes Leonore to an abandoned theater
wessex institute,adam,follows Zuriel to the Wessex Institute
wessex institute,thousands of corpses underground,discovers thousands of corpses underground
naberius,frankenstein's experiment,plans to recreate Frankenstein's experiment by reanimating the corpses and using them as hosts for the descended demons so he can rebuild his armies and destroy humanity
adam,terra,tracks down Terra and asks for her help
adam,zuriel,"attacked by Zuriel, where Adam fights him and manages to descend him"
leonore,gargoyles,agrees to give them the journal if they get him and Terra to safety
gideon,adam,secrely sends Gideon to kill him after he retrieves the journal
adam,demon spirits,descended Naberius's right-hand man Dekar and then battles more demons
naberius,demon spirits,forces to begin the process of reanimating the corpses
adam,terra,"leads them to the Wessex Institute, where they descend Naberius's right-hand man Dekar and then battle more demons"
naberius,adam,"overpowers Adam and tries to have one of the demon spirits possess him, but it doesn't work because Adam has developed a soul of his own"
naberius,abbyss,"collapses and falls into an abyss, where all the demons and all the possessed corpses are destroyed and Naberius' plan is thwarted"
leonore,gargoyles,luring them out of the cathedral
institute,abyss,"collapses and falls into, where all the demons and all the possessed corpses are destroyed and Naberius' plan is thwarted."
leonore,institute,rescues Adam and Terra from falling into as well
leonore,abyss,prevents them from falling into in the ending scene
adam,gideon's death,Leonore forgives him for in the ending scene
adam,terra,bids farewell to in the ending scene
frankenstein,adam,declares himself in the ending scene
