node_1,node_2,edge
movie,summary,A movie consists of a summary that provides a brief overview of its plot.
a thousand words,formulaic and outdated films,"critics panned the film A Thousand Words as formulaic and outdated, indicating a negative association between the two concepts."
a thousand words,box office bomb,"it is currently one of a small number of films with a 0% rating on review aggregator Rotten Tomatoes. It was also a box office bomb, having grossed just $22 million worldwide on a $40 million budget."
jack mccall,gift of gab,"literary agent Jack McCall uses his 'gift of gab' to get various book deals, indicating a positive association between the two concepts."
brian robbins,a thousand words,"directed and co-produced by Brian Robbins from a script by Steve Koren, indicating a direct association between the two concepts."
eddie murphy,silent role,"starring Eddie Murphy. It was four years after it was filmed. Critics panned the film as formulaic and outdated, and for miscasting Eddie Murphy in a mostly silent role."
new age self-help guru dr. sinja,deceit,"New Age self-help guru Dr. Sinja saw through Jack's deceit but agreed to the deal, indicating a complex association between the two concepts."
jack mccall,dr. sinja,"while he was trying to get a deal from New Age self-help guru Dr. Sinja, he saw through Jack's deceit but agreed to the deal."
bodhi tree,jack's backyard,"a Bodhi Tree appears in Jack's backyard, so he assumes it's a gift from Dr. Sinja."
dr. sinja,bodhi tree,"after Jack discovers that Sinja has written a five-page book and goes to confront him, they discover that for every word Jack speaks, a leaf falls."
jack,bodhi tree,"After Jack mentions the bodhi tree, the tree starts losing leaves for every word spoken by Jack. The tree will die if it runs out of leaves, affecting both the tree and Jack."
jack,communication,Communication becomes difficult due to the limit on Jack's words affecting his ability to convey thoughts clearly.
jack,caroline,"When Caroline thinks that Jack's sudden silence is due to him not loving her anymore, she leaves him, leading to the loss of their marriage."
jack,aaron weisberger,Only Aaron realizes that Jack is telling the truth about the tree and goes to keep track of how many leaves remain.
bodhi tree,squirrels,"When squirrels climb the tree, it tickles Jack."
bodhi tree,gardener,"When the gardener tries to poison or water the tree, it affects Jack as well."
jack,alcohol consumption,"Jack drinks a lot of alcohol, causing him to sing and making the tree lose most of its leaves."
jack,homeless,Giving food to the homeless helps Jack in breaking the curse but fails as he drinks a lot of alcohol at night.
jack,aaron weisberger,"When Aaron confronts him and tackles him to the ground, he stops speaking and falls asleep."
tree,leaves,lose most of its leaves
jack,dr. sinja,confronts and asks for help to end the curse
annie,raymond (late father),mistakes Jack for late father and wishes for forgiveness
jack,father's grave,visits to make peace and forgive
tree,leaves,last three leaves expended with words 'I forgive you'
jack,heart attack,suffers due to no leaves remaining
aaron,tree's leaves,reappear when Jack can talk freely again
a thousand words,release date,"The film was initially scheduled for a January 2012 release, but was repeatedly delayed due to production issues and changes in host for the Oscar ceremony. It was finally released on March 9, 2012."
a thousand words,gross earnings,"In North America, the film grossed $18,450,127, and in other countries it earned $3,594,150, for a worldwide total of $22,044,277."
a thousand words,production budget,The film was reportedly produced on an estimated budget of $40 million.
aaron,prank,"In the context, Aaron is seen playing a prank by implying that leaves are falling off during conversation. This can be interpreted as a relational aspect between Aaron and the word 'prank'."
jack,getting back together with caroline,"As per the context, Jack and Caroline reunite and purchase a house that Caroline had asked for. This can be interpreted as a relational aspect between Jack and the phrase 'getting back together' or 'reunion', and between Caroline and the phrase 'buying the family-friendly house'."
caroline,asked for a family-friendly house with a bodhi tree in the front yard,"As per the context, Caroline had specifically requested for a house with a bodhi tree in the front yard. This can be interpreted as a relational aspect between Caroline and the phrase 'family-friendly house' and 'bodhi tree'."
paramount pictures,separation from dreamworks pictures,"The film, A Thousand Words, was caught up in the separation of DreamWorks Pictures from Paramount Pictures and Viacom during its delay in release."
murphy,announced as host for the 2012 oscar ceremony and later stepped down,"In the context, Murphy was announced as the host for the 2012 Oscar ceremony. Later, he withdrew from the position."
dreamworks pictures,production house of a thousand words,"A Thousand Words was produced by DreamWorks Pictures, which can be interpreted as a relational aspect between the film and DreamWorks Pictures."
oscar ceremony,murphy's withdrawal as host affected the release date of a thousand words,"In the context, Murphy's announcement and later withdrawal from hosting the 2012 Oscar ceremony affected the release date of A Thousand Words."
british release date,cancellation due to poor performance in north america,The planned British release date for A Thousand Words was cancelled due to its poor performance in North America.
eddie murphy,a thousand words,"Eddie Murphy stars in and is associated with the movie A Thousand Words, which received critical backlash for its poor quality and mediocre box office performance."
john carter,a thousand words,"Both John Carter and A Thousand Words were expected to gross $5 million on their opening weekends, but John Carter outperformed A Thousand Words by a significant margin."
silent house,a thousand words,"All three movies mentioned in the context were released around the same time, with Silent House and A Thousand Words both underperforming at the box office compared to John Carter."
rotten tomatoes,a thousand words,"A Thousand Words received a 0% approval rating on Rotten Tomatoes, which is the site's lowest possible rating, and was awarded their 'Moldy Tomato' award for being the worst-reviewed movie of 2012."
metacritic,a thousand words,"A Thousand Words received a score of 26 out of 100 on Metacritic, indicating 'generally unfavorable reviews'."
cinemascore,a thousand words,Audience polled by CinemaScore gave A Thousand Words an average grade of 'B-' on an A+ to F scale.
frank scheck,a thousand words,Frank Scheck of The Hollywood Reporter criticized the poor quality of the film and how Eddie Murphy's efforts were undercut by the formulaic script.
roger ebert,a thousand words,Roger Ebert of the Chicago Sun-Times gave A Thousand Words one and a half out of four stars and criticized its poor quality.
a thousand words,awfulness,"Everyone, it seems, is united by A Thousand Words' awfulness."
eddie murphy,duct tape over his mouth,"shows Eddie Murphy with duct tape over his mouth,"
a thousand words' plot,never explains the rules,Ebert was also critical of the plot because it 'never explains the rules'
