node_1,node_2,edge
fifty shades freed,original motion picture soundtrack,"The lead single from the film's soundtrack, 'For You', performed by Rita Ora and Liam Payne, was released on January 5, 2018. The soundtrack's track list was released on January 8, 2018, including artists Julia Michaels, Sia, Jessie J, Black Atlass, Ellie Goulding, Hailee Steinfeld, Dua Lipa, Rita Ora, Liam Payne and Miike Snow on the 22-song album. The soundtrack debuted at #5 on Billboard 200 chart with 58,000 equivalent album units."
for you,rita ora,Performed by Rita Ora and Liam Payne
for you,liam payne,Performed by Rita Ora and Liam Payne
fifty shades freed,main article,"The lead single from the film's soundtrack, 'For You', performed by Rita Ora and Liam Payne, was released on January 5, 2018. The soundtrack's track list was released on January 8, 2018, including artists Julia Michaels, Sia, Jessie J, Black Atlass, Ellie Goulding, Hailee Steinfeld, Dua Lipa, Rita Ora, Liam Payne and Miike Snow on the 22-song album. The soundtrack debuted at #5 on Billboard 200 chart with 58,000 equivalent album units."
fifty shades freed,movie's music,"The lead single from the film's soundtrack, 'For You', performed by Rita Ora and Liam Payne, was released on January 5, 2018. The soundtrack's track list was released on January 8, 2018, including artists Julia Michaels, Sia, Jessie J, Black Atlass, Ellie Goulding, Hailee Steinfeld, Dua Lipa, Rita Ora, Liam Payne and Miike Snow on the 22-song album. The soundtrack debuted at #5 on Billboard 200 chart with 58,000 equivalent album units."
fifty shades freed,2018,"The lead single from the film's soundtrack, 'For You', performed by Rita Ora and Liam Payne, was released on January 5, 2018."
fifty shades freed,"january 8, 2018","The soundtrack's track list was released on January 8, 2018,"
billboard 200 chart,"58,000 equivalent album units.","The soundtrack debuted at #5 on Billboard 200 chart with 58,000 equivalent album units."
"january 5, 2018",rita ora,Performed by Rita Ora and Liam Payne
"january 5, 2018",liam payne,Performed by Rita Ora and Liam Payne
