node_1,node_2,edge
michael morbius,lucien (milo),"Adoptive brothers with a blood illness, bond over desire for normalcy"
nicholas,michael morbius,Adoptive father who arranges for Michael's medical education in New York
michael morbius,medical school in new york,Attends medical school in New York as arranged by Nicholas
michael morbius,vampire bats from costa rica,Captures vampire bats from Costa Rica to splice their genes with his own for a cure
michael morbius,crew members,Kills and drains the crew's blood after they attack him out of fear during a bloodlust episode
michael morbius,international waters,Outfits a private mercenary vessel in international waters with his equipment for the cure experiment
michael morbius,cctv footage,Erases all CCTV footage of the experiment before contacting authorities and jumping overboard after realizing his vampire nature
michael morbius,artificial blood,Subsists on artificial blood as it gradually ceases to satisfy his needs due to becoming a vampire
fbi agents simon stroud and al rodriguez,michael morbius' victims,Investigate Michael's victims and deduce his vampire nature
michael,artificial blood,"As Michael gradually ceases to satisfy his needs with artificial blood, it implies a relationship between him and the concept of artificial blood."
fbi agents simon stroud and al rodriguez,michael's victims,"While investigating Michael's victims, the FBI agents deduce his involvement."
milo,michael's cure,"Milo learns that Michael is cured but becomes furious when Michael refuses to cure him as well, indicating a relationship between Milo and Michael's cure."
dead nurse,blood,"While checking on a hospitalized Martine, Michael finds a dead nurse drained of her blood. Believing he was responsible, he attempts to escape before being arrested by Stroud."
michael,new lab,Michael meets Martine and acquires a new lab.
antibody against vampirism,michael's powers as a vampire,"Michael develops an antibody against vampirism to stop Milo; he also plans to use it on himself, highlighting the relationship between his powers and the antibody."
fbi footage,spreading vampirism,"Stroud and Rodriguez find footage of one of Milo's attacks and, believing Michael's vampirism to be spreading, release it to the media."
milo,nicholas,"Nicholas recognizes Milo and pleads with him to stop. Angered by Nicholas' perceived preference for Michael, Milo mortally wounds him."
milo,martine,"Angered by Nicholas' perceived preference for Michael, Milo mortally wounds Martine as well. Michael arrives too late to save her while Milo also mortally wounds Nicholas."
michael,blood,"Michael summons an army of bats to restrain Milo and injects the antibody, but in a heartbreaking moment, Michael feeds on Martine's blood after she dies in his arms. This event highlights the relationship between Michael, martine, and blood."
milo,antibody against vampirism,"Michael injects Milo with the antibody, which ultimately leads to his death."
martine,life,"Unknown to Michael, Martine is resurrected, having ingested a drop of Michael's blood as he fed."
spider-man,michael,"In the context, Michael is revealed to be Spider-Man's fugitive identity. This suggests a strong relationship between the two, where Michael's actions and whereabouts are closely related to those of Spider-Man."
michael,martinez,"During Michael's feeding, he accidentally ingests a drop of Martinez's blood. This leads to her resurrection, highlighting the close relationship between Michael and Martinez."
toomes,michael,"In the mid-credits scenes, Toomes approaches Michael and proposes a team-up. This shows that Toomes recognizes Michael's abilities as Spider-Man and his importance in their universe."
