node_1,node_2,edge
princess ahmanet,set,"In ancient Egypt, Princess Ahmanet made a deal with the deity Set to gain demonic powers through a ceremonial dagger. She murdered her family and attempted to set the deity free, but was caught and mummified alive by Egyptian priests for her crimes."
princess ahmanet,death,"Princess Ahmanet was caught and mummified alive by Egyptian priests for her crimes, as a punishment for murdering her family."
ahmanet's sarcophagus,britain,"Dr. Henry Jekyll takes over the operation to discover the tomb of a crusader knight who was buried with an Egyptian ruby in present-day London, and during the flight to Britain with Ahmanet's sarcophagus, Chris is possessed by Ahmanet through a spider bite."
ahmanet's sarcophagus,ahmanet,"Former U.S. Army Sergeant Nick Morton and Corporal Chris Vail discover the tomb of Princess Ahmanet in Iraq, unknowingly bringing Ahmanet back to life."
crows,plane crash,"A large flock of crows attacks the plane during the flight with Ahmanet's sarcophagus, causing it to crash and killing the crew except for Jenny."
jekyll,operation,Dr. Henry Jekyll takes over the operation to discover the tomb of a crusader knight who was buried with an Egyptian ruby in present-day London.
morton,ahmanet's curse,"Nick is cursed by Ahmanet after she seeks to use him as a vessel for Set, and Chris's ghost appears and tells him he has been cursed by Ahmanet."
ahmanet's sarcophagus,escapes,Ahmanet's mummy escapes from the sarcophagus and begins feeding on people to regenerate.
ahmanet,set,"cursed by, seeks to use as a vessel for"
ahmanet's mummy,people,"feeds on to regenerate body, turning them into zombies"
ahmanet,dagger of set,"attempts to stab with, realizes ruby is not attached"
jekyll,nick,"Intends to allow Set to possess Nick's body completely, believing that this will render Set vulnerable"
jekyll,serum,Invented for stopping Eddie Hyde
ahmanet,crusader zombies,"Summons many to chase Nick and Jenny, recovers ruby"
chris's ghost,nick and jenny,Guided them through the London Underground
nick,ahmanet,Embrace as a ruse to steal the dagger and shatter the ruby
nick,dagger of set,"Strikes pommel against floor, cracking the ruby"
ahmanet,ruby,Combines it with the dagger to free Set
set,ahmanet,"Set takes over Nick's body after he stabs himself with the dagger, but Ahmanet tries to stop him. Set allows Nick to regain control when he remembers Jenny and Jekyll's words and uses Set's powers to extract Ahmanet's life force, killing her."
set,nick,"Set possesses Nick after he stabs himself with the dagger, but Nick still struggles against Set's control. Set allows Nick to regain control when he remembers Jenny and Jekyll's words."
ahmanet,nick,"Ahmanet tries to stop Set from taking over Nick's body after he stabs himself with the dagger, but Nick still resurrects her and then seals her back in her sarcophagus."
jenny,nick,"Nick remembers Jenny's words before using Set's powers to extract Ahmanet's life force, killing her. Nick resurrects Jenny after he says goodbye to her and vanishes."
jekyll,nick,"Nick remembers Jekyll's words before using Set's powers to extract Ahmanet's life force, killing her. Jenny and Jekyll wonder whether Nick, now fused with Set, will use his powers for good."
chris,nick,Nick resurrects Chris when he goes on an adventure with him to find a cure to remove the curse.
