node_1,node_2,edge
rollerball,roller derby,Rollerball is a violent extension of roller derby involving motorcycles and a metal ball.
marcus ridley,jonathan cross,Marcus invites Jonathan to join him playing Rollerball in Kazakhstan. Jonathan refuses at first but later accepts due to police pursuit.
rollerball,popular sport,"In 2005, Rollerball becomes popular in many countries."
jonathan cross,nhl,Jonathan hopes to try out for the NHL in some months.
low-paid locals,rollerball players,The highly paid Marcus and Jonathan are teamed with low-paid locals during games.
aurora,jonathan,"Jonathan keeps his relationship a secret with Aurora, his female teammate, and refuses to put a stop to rumors that she is a lesbian."
alexi petrovich,rollerball promoter,Alexi is the promoter of Rollerball.
sanjay,assistant to alexi petrovich,Sanjay is the assistant to Alexi Petrovich.
game,rollerball match,"During one game, one of their teammates is killed by an opponent, and it is discovered that this murder might have been planned before the game."
cameras,rollerball match cameras,The cameras filming the event seemed ready for the death to happen during the Rollerball match.
alexi petrovich,vested interest in rollerball,"Alexi and his assistant, Sanjay, have a vested interest in keeping the game of Rollerball as popular as possible through planned gory incidents."
alexi,jonathan,"Alexi and his assistant, Sanjay, have a vested interest in keeping the game as popular as possible through planned gory 'accidents' and ensuring that Jonathan and Ridley cannot quit the team and remain high-profile stars. Both the deaths and Jonathan's talent seem to generate upticks in ratings."
alexi,ridley,"Alexi and his assistant, Sanjay, have a vested interest in keeping the game as popular as possible through planned gory 'accidents' and ensuring that Jonathan and Ridley cannot quit the team and remain high-profile stars. Both the deaths and Jonathan's talent seem to generate upticks in ratings."
jonathan,ridley,"Jonathan and Ridley pretend to know nothing about this situation, wanting to keep their current lifestyle, but after an 'accident' almost kills Aurora, the two friends decide that they need to flee the country to save their lives."
jonathan,aurora,"After an 'accident' almost kills Aurora, the two friends decide that they need to flee the country to save their lives."
alexi,aurora,Alexi and his men capture Jonathan and kill Ridley before the latter can cross the border. Aurora is transferred to the opposing team for the next match at Alexi's compliance.
jonathan,aurora,"Jonathan says that he will keep working for Alexi if Aurora is traded to another team, wanting to keep her away from danger."
alexi,execution,Alexi tries to stage a public execution of him by removing all the rules from the upcoming Rollerball match.
players from both teams,revolution,helps Jonathan start a revolution
jonathan,fans,causes the fans to see the sport for what it really is
aurora,reunites with,"In a fit of rage, he reunites with Aurora after killing Alexi and Sanjay."
