node_1,node_2,edge
edward carnby,aline cedric,Carnby is a paranormal investigator and his girlfriend Aline Cedric is an assistant curator at the urban museum.
edward carnby,abkani,Carnby holds a puzzle piece of the extinct Native American tribe Abkani.
prof. hudgens,museum curator,Hudgens is the curator of the urban museum.
captain of the ship,gold coffin,The captain's crew opens a gold coffin found from the ocean floor.
hudgens,mysterious creature,"After escaping, Hudgens finds everyone killed by a mysterious creature and the coffin empty."
museum,surveillance team,"Bureau 713, where Carnby used to work, becomes aware of evidence of electromagnetic waves by a surveillance team in the museum."
carnby,abkani artifact,Carnby arrives at the urban museum with an Abkani artifact that he has been studying since his nightmare in which he hides from alien-like creatures as a child.
museum curator (hudgens),recently arrived abkani artifact,Cedric shows Carnby another recently arrived Abkani artifact that she has been studying since Hudgens' absence.
museum (urban),mysterious creature,The mysterious creature from the ship attacks Carnby and Cedric inside the urban museum.
abkani artifact,carnby,Carnby arrived with an Abkani artifact that he has been studying since Hudgens' absence.
mysterious creature,security guard,The mysterious creature from the ship attacks and kills a security guard inside the museum.
carnby,cedric,Carnby and Cedric hide in a storage closet during the attack inside the museum.
bureau 713,creature,Troopers from Bureau 713 arrive and the creature retreats inside the museum.
hudgens,captured creature,Hudgens returns to the museum with a captured creature for his research.
hudgens,creature,Hudgens uses a syringe to draw fluid from the creature to study it as part of his research in combining the DNA of man and beast.
carnby,burke,"Carnby attempts to relay information to their team leader, Commander Burke, but Burke tells him to stay out of it."
fischer,carnby,"Carnby visits his former co-workers, including staff surgeon and pathologist Sam Fischer, about the creature."
hudgens,research,Carnby goes to Bureau 713 to learn more about Hudgens' research.
bureau 713,soldiers,"During a scuffle, several soldiers and most of the creatures, who are revealed to be people who disappeared earlier, are killed."
fischer,corpse,"Fischer shows Carnby a small, centipede-like creature in the dorsal spine of his old friend while looking at one of the corpses."
carnby,burke's pocket,Carnby picks Burke's pocket containing his security badge during a scuffle.
carnby,body,"his own in his body, but it is dead"
carnby,creatures,"the Abkani had fought the creatures, which can be killed by light. They also disrupt electrical light, creating blackouts."
hudgens,fischer,ambushes Fischer at his home and inserts a baby creature into Fischer's mouth
abkani artifacts,another dimension,"open the gate to another dimension, where millions of creatures sleep, waiting to be freed."
carnby's artifact,hudgens,takes Carnby's artifact and opens the gate
carnby,gold mine,where there are strong electromagnetic disruptions.
carnby,creatures,"are attacked by dozens of the creatures; only Carnby, Cedric, and Burke survive"
hudgens,blood,"injects himself with the blood of one of the creatures, which allows him to control the monsters."
hudgens,creatures,millions of creatures awaken and run towards the gate.
