node_1,node_2,edge
rose cooper,captain emmett,"Cooper's commanding officer, Captain Emmett gives her a secret assignment to join U.S. Marshal Jackson, protecting Felipe Riva and his wife Daniella."
rose cooper,san antonio police department,Cooper is a San Antonio Police Department officer
rose cooper,felipe riva and his wife daniella,"Cooper joins U.S. Marshal Jackson, protecting Felipe Riva and his wife Daniella"
rose cooper,masked assassins,A pair of masked assassins kill Jackson and Felipe while Cooper and Daniella are upstairs
rose cooper,daniella,Cooper handcuffs herself to her when Daniella later tries to run off
felipe riva and his wife daniella,u.s. marshal jackson,"Cooper joins U.S. Marshal Jackson, protecting Felipe Riva and his wife Daniella"
felipe riva and his wife daniella,masked assassins,A pair of masked assassins kill Jackson and Felipe while Cooper and Daniella are upstairs
felipe riva and his wife daniella,daniella,Cooper realizes the officers are one of the assassin teams when she sees the Longhorn tattoo
felipe riva and his wife daniella,san antonio police department officers dixon and hauser,Cooper's fellow officers Dixon and Hauser find them
daniella,felipe riva,Riva must testify against cartel leader Vicente Cortez
daniella,san antonio police department officers dixon and hauser,"When Daniella later tries to run off, Cooper handcuffs herself to her"
daniella,cooper,"They escape and head for Dallas, where Daniella can testify against Cortez."
masked assassins,u.s. marshal jackson,A pair of masked assassins kill Jackson and Felipe while Cooper and Daniella are upstairs
masked assassins,san antonio police department officers dixon and hauser,Cooper's fellow officers Dixon and Hauser find them
daniella,longhorn tattoo,Cooper realizes the officers are one of the assassin teams when she sees the Longhorn tattoo
cooper,tractor-trailer driver,"The women learn Cooper is now labeled a fugitive fleeing with Daniella. A tractor-trailer plows into the car, spraying hidden cocaine everywhere. Cooper gets the truck driver to drop them at a store."
daniella,cooper,"When the assassins show up, they stow away in a horse trailer hooked to a pickup truck. When the truck stops, Cooper tries to steal it, but the owner, Red, reappears with a gun. She and Daniella flee, find another pickup, and drive away."
red,cooper,"When the truck stops, Cooper tries to steal it, but the owner, Red, reappears with a gun."
randy,daniella,Daniella is pleased to see Randy flirting with Cooper.
cooper,randy,Cooper agrees to take off the bracelet in exchange for Randy's help.
daniella,randy,"When Dixon and Hauser appear and shoot at them, Randy attacks Hauser, allowing the women to run."
daniella,cooper,"Daniella explains her bag of shoes is covered with $4 million in real diamonds, revealing Cortez's money laundering method."
dixon,cooper,"When Dixon and Hauser catch up to them on the road, taking the wheel, they shoot at the crooked cops, and they end up running the men off the road."
daniella,cooper,"After they succeed, Daniella knocks out Cooper in a single punch."
cortez,daniella,Daniella reveals her intentions to kill Cortez.
cooper,daniella,Cooper arrives and stops Daniella from killing Cortez.
emmett,cooper,"Emmett pulls a gun on Cooper, but Cooper tases him and he catches fire."
daniella,cortez's daughter's quinceañera,Daniella sneaks into Cortez's daughter's quinceañera as a man to get close to Daniella.
cooper,emmett,"Captain Emmett advises Cooper to let the FBI take care of Cortez, but she ignores him."
daniella,cortez's brother,Daniella is working with the assassins to murder Cortez as revenge for killing her brother.
daniella,testify in dallas,"Daniella was not going to testify in Dallas, but instead hired the men to 'kidnap' her before she was escorted out of her house."
cooper,cortez's daughter's quinceañera,A woman mistakes Cooper for a pervert and throws her out of the bathroom at Cortez's daughter's quinceañera.
cooper,daniella,Cooper tries to get Daniella to wear a wire to get Cortez's confession to her brother's murder.
