node_1,node_2,edge
movies,summary,"a movie is represented by its summary which provides a brief overview of the plot, characters, and genre."
the goldfinch,film adaptation,"The novel's film rights were sold to Warner Bros. And RatPac Entertainment in July 2014, indicating a direct relation between 'The Goldfinch' and 'film adaptation'."
warner bros.,box-office bomb,"The Goldfinch premiered at the 2019 Toronto International Film Festival and was theatrically released by Warner Bros. Pictures on September 13, 2019. However, it only grossed $10 million against a production budget between $44–49 million, indicating that 'Warner Bros.' experienced a loss from 'box-office bomb'."
donna tartt,hated the adaptation,"Donna Tartt reportedly hated the adaptation to the point of firing her longtime, suggesting a strong negative sentiment towards 'adaptation' from 'Donna Tartt'."
ansel elgort,lead role,"Elgort was selected to portray the lead role, indicating that 'Ansel Elgort' and 'lead role' are directly related."
john crowley,director,"Crowley was hired to direct the film adaptation, suggesting a direct relation between 'John Crowley' and 'director'."
icm partners,brokered the deal,"ICM Partners brokered the deal, indicating a direct relation between 'ICM Partners' and 'deal'."
theodore decker,metropolitan museum of art,Thirteen-year-old Theodore Decker's mother was killed in a bombing at the Metropolitan Museum of Art.
theodore decker,mrs. barbour,"Theo became close to Mrs. Barbour, who encouraged his interest in antiques and art."
theodore decker's mother,metropolitan museum of art,"Theo and his mother were supposed to see Theo's school principal that day because the school said he and classmate Tom Cable had been smoking cigarettes. They were early, so his mother took Theo to the museum on the day of the explosion."
theodore decker,the goldfinch,A dying man urged Theodore Decker to take a painting—The Goldfinch—and his engraved ring.
james 'hobie' hobart,welton 'welty' blackwell,James 'Hobie' Hobart's partner Welton 'Welty' Blackwell gave the ring to Theodore Decker to return.
pippa,the goldfinch,"Hobie allowed Theodore Decker to visit Pippa, Welton ‘Welty’ Blackwell's niece who was injured in the bombing, and the children bonded before Pippa was sent to live with her aunt in Texas."
larry,theodore decker,Larry arrived with his girlfriend Xandra to relocate Theodore Decker to Las Vegas.
andy's parents,theodore decker,Andy hinted that his parents were considering adopting Theodore Decker.
theo,larry,father Larry arrives with his girlfriend Xandra to relocate Theo to Las Vegas.
larry,gambling debt,Larry ends up in gambling debt
theo,the goldfinch,Theo brings The Goldfinch and keeps it hidden.
boris,drugs and alcohol,Boris introduces him to drugs and alcohol.
xandra,grief,Xandra berates him for his apparently apathetic response to his father's death.
larry,death,Larry was killed in a drunk-driving crash.
boris,love,"Theo tries to convince Boris to come with him, but Boris kisses him and runs away."
hobie,success,"Hobie allows Theo to live with him. Eight years later, Theo has made Hobie’s shop successful, selling his restored antiques."
reeve,accusation,Reeve accuses Theo for selling him a fake.
the goldfinch,collateral,"Having deduced that Theo stole The Goldfinch, Reeve accuses him of using it as collateral to finance his shop."
theo,love,"Theo catches Kitsey cheating on him with Tom Cable, but they"
kitsey,sibling,"Reeve becomes engaged to Andy's younger sister Kitsey,"
theo,pippa,"Theo catches Kitsey cheating on him with Tom Cable, but they remain engaged, as Theo is close to Mrs. Barbour and Kitsey is permissive toward his drug habit. Pippa visits Theo and they confess their feelings for each other, but she tearfully rejects him, citing the instability caused by their shared childhood trauma."
theo,boris,"But harbors a secret love for Pippa, who now lives in London with her boyfriend Everett. Boris reveals he had stolen The Goldfinch from Theo years prior and had used it as collateral to finance his criminal career, before it was then in turn stolen from him."
theo,kitsey,Catches Kitsey cheating on him with Tom Cable.
theo,hobie,"Seeking drugs at a bar, Theo is reunited with Boris, who reveals he had stolen The Goldfinch from Theo years prior and had used it as collateral to finance his criminal career, before it was then in turn stolen from him."
theo,reeve,"At Theo's and Kitsey's engagement party, Reeve arrives for a confrontation about the theft and loss of The Goldfinch."
boris,theo,"But harbors a secret love for Pippa, who now lives in London with her boyfriend Everett. Boris arrives with a plan to recover The Goldfinch."
boris,theo,"Seeking drugs at a bar, Boris reveals he had stolen The Goldfinch from Theo years prior and had used it as collateral to finance his criminal career, before it was then in turn stolen from him."
boris,the goldfinch,"Steals The Goldfinch from Theo years prior and had used it as collateral to finance his criminal career, before it was then in turn stolen from him."
boris,criminals,Ambushes Theo and Boris with another pair of criminals. Boris kills one of them but is shot.
the goldfinch,authorities,"Boris calls in a tip to the police about the painting's location, and that during the subsequent raid, the authorities recover the painting as well as other stolen art, including a Rembrandt."
theo,hotel room,"Tries to die by suicide in his hotel room, but is rescued by Boris."
goldfinch,painting,stolen painting recovered by authorities alongside a Rembrandt
theodore decker,goldfinch,"Theo steals the Goldfinch, becomes attached to it after his mother's death"
boris,goldfinch,"Boris suggests selling the Goldfinch, but Theo refuses"
xandra,theo,Xandra and Theo develop a relationship during their time in Amsterdam
boris,xandra,Boris disapproves of Xandra's influence on Theo
theo,pippa,Theo meets Pippa at a support group for survivors of tragedy
las vegas,theo,"Theo travels to Las Vegas with Boris's help, seeking closure after his mother's death"
xandra,boris,Xandra and Boris have a tumultuous relationship
theo,pippa,"Theo becomes close friends with Pippa, who helps him navigate his past traumas"
warner bros.,the goldfinch,Warner Bros. acquires film rights for the novel
the goldfinch,toronto international film festival,"The Goldfinch premiered at the Toronto International Film Festival on September 8, 2019."
"september 13, 2019",cinemas in the united states,"The Goldfinch was released in cinemas in the United States on September 13, 2019."
hustlers,cinemas in the united states,"The Goldfinch was released alongside Hustlers in cinemas in the United States on September 13, 2019."
"october 11, 2019",initial release date for the goldfinch,"The initial release date for The Goldfinch was set for October 11, 2019."
$5.3 million,box office revenue of the goldfinch in the united states and canada,The Goldfinch grossed $5.3 million in the United States and Canada.
$4.1 million,box office revenue of the goldfinch in other territories,The Goldfinch grossed $4.1 million in other territories.
around $45 million,production budget for the goldfinch,The production budget for The Goldfinch was around $45 million.
"$870,000",box office revenue of the goldfinch in its opening weekend,"After making just $870,000 on its opening weekend in the United States and Canada, Warner Bros. Knew the film would possibly perform poorly."
$5–8 million,box office revenue that the goldfinch was originally projected to gross in its opening weekend,"In the United States and Canada, the film was released alongside Hustlers and was originally projected to gross $5–8 million from 2,542 cinemas in its opening weekend."
the goldfinch,box-office bomb,"After making just $2.6 million in its opening weekend and estimates being lowered to below $3 million, many publications have already labeled The Goldfinch a box-office bomb and estimated it would lose as much as $50 million."
the goldfinch,uninvolving disappointment,"The critical consensus on Rotten Tomatoes, which holds an approval rating of 25% based on 228 reviews, reads, 'Beautifully filmed yet mostly inert, The Goldfinch mishandles its source material, flattening a complex narrative into a largely uninvolving disappointment.'"
