node_1,node_2,edge
movie,summary,"A movie is a form of visual communication that uses moving pictures and sound to tell stories, convey information, or entertain an audience. In the context provided, 'HERE IS THE DETAILS OF MOVIE'S SUMMARY:' indicates that summary refers to the part that gives a brief idea about the plot, characters, and other important aspects of a movie."
epic movie,parody film genre,"Epic Movie is a parody film that mostly references popular films such as The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Harry Potter, Charlie and the Chocolate Factory, Pirates of the Caribbean, and X-Men."
jason friedberg,aaron seltzer,Jason Friedberg and Aaron Seltzer are the writers and directors of Epic Movie.
kal penn,epic movie,Kal Penn is a cast member in Epic Movie.
adam campbell,epic movie,Adam Campbell is a cast member in Epic Movie.
jayma mays,epic movie,Jayma Mays is a cast member in Epic Movie.
jennifer coolidge,epic movie,Jennifer Coolidge is a cast member in Epic Movie.
faune a. chambers,epic movie,Faune A. Chambers is a cast member in Epic Movie.
crispin glover,epic movie,Crispin Glover is a cast member in Epic Movie.
tony cox,epic movie,Tony Cox is a cast member in Epic Movie.
fred willard,epic movie,Fred Willard is a cast member in Epic Movie.
lucy,adoptive father,Lucy's adoptive father is a museum curator who gives her clues leading to a Golden Ticket before dying from being attacked by Silas.
silas,lucy's adoptive father,"Lucy's adoptive father is attacked by Silas, causing him to give Lucy clues leading to a Golden Ticket before dying."
golden ticket,lucy,A Golden Ticket is found by Lucy in a vending machine candy bar.
edward,displaced adopted girl,"In Epic Movie, Edward finds himself as a disillusioned monk trainee."
susan,epic movie,"In Epic Movie, Susan is a displaced adopted girl who finds a Golden Ticket."
peter,mutant academy,"In Epic Movie, Peter is a mutant at Mutant Academy and often teased for his chicken-like wings."
gnarnia,lucy,"Lucy finds a wardrobe in the middle of a wintry forest, leading her to Gnarnia."
mr. tumnus,gnarnia,"In Gnarnia, Lucy meets Mr. Tumnus, who welcomes her and warns her of danger."
lucy,mr. tumnus,"finds Mr. Tumnus in the middle of a wintry forest and he welcomes her to Gnarnia, warns her of danger"
lucy,white bitch,Edward meets the White Bitch in Gnarnia who convinces him to trap the other orphans and become the king of Gnarnia in her White Castle
lucy,white castle,the White Bitch's castle where she imprisons Edward after he refuses to reveal the location of the other orphans
tumnus,life partner,"Harry Beaver, Tumnus' life partner"
lucy,last supper,discover their relation to each other in a copy of the famous painting The Last Supper
edward,white bitch,"the White Bitch flashes him her breasts, hypnotizing him into giving up the information on the orphans"
silas,the orphans,Sent after The Orphans by The White Bitch
tumnus,apparently sacrifices himself,To ensure the safety of The Orphans
harry potter,"lucy, susan, peter","Meet Lucy, Susan, and Peter at Hogwarts to help them train for the war against The White Bitch"
ron weasley,harry potter,Balding Ron Weasley accompanies Harry Potter
hermione granger,"lucy, susan, peter","Accompanies Lucy, Susan, and Peter at Hogwarts to help them train for the war against The White Bitch"
aslo,edward,"Manages to kill Silas but while breaking Edward out, he is slain by The White Bitch"
susan,drunk,Gets drunk at a pre-battle party with their allies
white bitch,silas,"Silas, while breaking Edward out, is slain by the White Bitch during their encounter."
orphans,allies,The orphans have a pre-battle party with their allies before engaging in battle.
susan,army,"During the pre-battle party, Susan gets drunk and vomits everywhere, disgusting their army enough that nobody shows up to help the orphans the next day."
four siblings,white bitch,"The four siblings engage the White Bitch in battle and all, except for Peter, are killed."
peter,magic remote,"After finding a magic remote, Peter uses its powers to revive his siblings."
four siblings,army,"Together, they kill the army and defeat the White Bitch, stopping her plan."
peter,white bitch,Peter declares that the White Bitch will receive a fair and just trial in the new Gnarnia.
jack's wheel,quartet,"Accidentally, Jack's wheel crushes the four siblings to death."
borat,quartet,"Decades later, Borat congratulates the now-elderly rulers on a happy ending, but Jack's wheel accidentally runs over them, killing them."
epic movie,economic success,The film was an economic success for its producers due to its comparatively low budget of $20 million.
rotten tomatoes,approval rating,Epic Movie has an approval rating of 2% based on 66 reviews and an average rating of 2.8/10.
cinemascore,average grade,Audiences polled by CinemaScore gave the film an average grade of 'C−' on an A+ to F scale.
metacritic,score,"The film has a score of 17 out of 100 based on 17 critics, indicating 'overwhelming dislike'."
a. o. scott,thoughts,"Scott called the film 'irreverent and also appreciative, dragging its satiric prey down to the lowest pop-cultural denominator'."
