node_1,node_2,edge
fifty shades trilogy,movie's production,Fifty Shades trilogy is the source material being adapted into a movie.
james,creative process,Author James sought to retain some control during the movie's creative process.
michael de luca,production,De Luca was chosen by James to produce the film along with Dana Brunetti.
kelly marcel,screenplay,Marcel was hired to write the screenplay for Fifty Shades of Grey.
bret easton ellis,screenplay,Ellis expressed his desire to write the screenplay for Fifty Shades of Grey but was not chosen.
patrick marber,character work,Marber was brought in by Taylor-Wood to do some 'character work' specifically for the script.
mark bomback,script doctoring,Universal hired Mark Bomback for script doctoring on the movie.
sam taylor-johnson,direction,Taylor-Johnson was chosen to direct the film.
joe wright,director,The studio considered Joe Wright as a director but it proved unworkable due to his schedule.
patty jenkins,director,Jenkins was also under consideration for the director role.
charlie hunnam,christian grey,Charlie Hunnam was initially considered for the role of Christian Grey in 'Fifty Shades of Grey' but had to drop out due to scheduling conflicts.
robert pattinson,christian grey,"Author E. L. James revealed that Robert Pattinson was originally her first choice for the role of Christian Grey, but she felt it would be 'weird' to cast him alongside his former 'Twilight' co-star Kristen Stewart."
ian somerhalder,christian grey,"Ian Somerhalder expressed interest in playing the role of Christian Grey, but later admitted that his shooting schedule for 'The Vampire Diaries' would have conflicted with filming 'Fifty Shades of Grey'."
chace crawford,christian grey,Chace Crawford expressed interest in playing the role of Christian Grey.
dakota johnson,anastasia steele,Dakota Johnson was cast as Anastasia Steele in 'Fifty Shades of Grey' after being on a short list of other actresses considered for the role.
christian grey,anastasia steele,"Initially, Hunnam turned down the role of Christian Grey but later reconsidered after reading the first book and feeling excited about bringing the character to life. Taylor-Johnson suggested a reading with Dakota Johnson, who was her favorite for the role of Anastasia Steele. This indicates a strong relation between Christian Grey and Anastasia Steele in the context provided."
anastasia steele,christian grey,"Hunnam initially turned down the role of Christian Grey, but after a meeting with studio heads and reading the first book, he felt excited about playing the character. Taylor-Johnson suggested a reading with Dakota Johnson, who was her favorite for the role of Anastasia Steele. This suggests a relation between Christian Grey and Anastasia Steele in the context provided."
anastasia steele,christian grey,"During the audition process, Emilia Clarke was offered the role of Anastasia but turned it down due to nudity requirements. Taylor-Johnson gave every actress who auditioned for the role of Anastasia four pages to read from Ingmar Bergman's Persona."
christian grey,anastasia steele,"In the context provided, the studio originally wanted Ryan Gosling for Christian, but he was not interested in the role. Garrett Hedlund was also considered, but he could not connect with the character."
taylor-johnson,dakota,chemistry between us. It felt exciting and fun and weird and compelling.
producer dana brunetti,fans',"negative reaction that the casting drew from fans, [their] desire to do it, chemistry with other actor, etc. So if your favorite wasn't cast, then it is most likely due to something on that list. Keep that in mind while hating and keep perspective."
alexander skarsgård,christian cooke,were at the top of the list to replace Hunnam as Christian Grey.
jennifer ehle,carla,"during October 2013, actress Jennifer Ehle was in talks for the role of Anastasia's mother Carla."
hunnam,christian grey,due to conflicts with the schedule of his FX series Sons of Anarchy.
victor rasuk,"josé rodriguez, jr.","On October 31, 2013, Victor Rasuk was cast as José Rodriguez, Jr."
eloise mumford,kate kavanagh,"On November 22, 2013, Eloise Mumford was cast as Kate Kavanagh."
rita ora,mia,"On December 2, 2013, singer Rita Ora was cast as Christian's younger sister Mia."
christian grey,kate kavanagh,"Kate Kavanagh is cast as a character in the movie. She may have some relation to Christian Grey, but the context doesn't provide any further details."
rita ora,christian's younger sister mia,Singer Rita Ora was cast as Christian's younger sister Mia. This indicates a direct relationship between Rita Ora and the character of Mia.
marcia gay harden,"christian's mother, grace","Actress Marcia Gay Harden was cast as Christian's mother, Grace. This establishes a familial relationship between the two characters."
gastown district of vancouver,filming location,"The Gastown district in Vancouver served as a filming location for the movie. This suggests that scenes related to Christian Grey, Kate Kavanagh or Mia could have been filmed there."
bentall 5,filming location,Bentall 5 was used as the Grey Enterprises building in the movie. This indicates that Christian Grey's company could be based here.
university of british columbia,filming location and educational institution,"The University of British Columbia was used as Washington State University Vancouver in the movie, and Ana graduated from this university. This indicates that Ana may have some association with Christian Grey's sister or family."
fairmont hotel vancouver,filming location,The Fairmont Hotel Vancouver was used as the Heathman Hotel in the movie. This could suggest a connection between Christian Grey and this hotel.
north shore studios,filming location,"The production of the movie was also filmed at North Shore Studios. This indicates that scenes related to Christian Grey, Kate Kavanagh, Rita Ora or Marcia Gay Harden could have been filmed here."
the adventures of max and banks,working title of the movie,"The film was shot under this working title, suggesting a possible connection between Christian Grey, Kate Kavanagh, Rita Ora, Marcia Gay Harden or any other characters related to this title."
film,anne v. coates,The film was the last project worked on by prolific Academy Award-winning editor Anne V. Coates before her death in 2018.
christian,flashbacks,Christian experiences flashbacks in an alternative ending of the film.
ana,flashbacks,Ana experiences flashbacks in an alternative ending of the film.
christian,rain,Christian jogs in the rain in an alternative ending of the film.
ana,sobs,Ana sobs in her apartment in an alternative ending of the film.
gift,note,Christian encounters a gift Ana gave him with the note: 'This reminded me of a happy time. —Ana' in an alternative ending of the film.
