node_1,node_2,edge
movie,summary,"MOVIE's SUMMARY refers to a brief description of the plot, theme or storyline of a movie."
one missed call,supernatural horror film,"is a 2008 film directed by Eric Valette and written by Andrew Klavan, which is a remake of the 2003 Japanese film with the same English title directed by Takashi Miike, that itself was based on the Yasushi Akimoto novel Chakushin Ari."
one missed call,international co-production,"is a 2008 film that is a co-production between the United States, the United Kingdom, Japan and Germany"
one missed call,horror film,is a genre of One Missed Call
shannyn sossamon,actress,plays a role in One Missed Call
edward burns,actor,plays a role in One Missed Call
ana claudia talancón,actress,plays a role in One Missed Call
ray wise,actor,plays a role in One Missed Call
azura skye,actress,plays a role in One Missed Call
"january 4, 2008",release date,is when One Missed Call was released in North America
horror film genre,supernatural horror film,belongs to the horror film genre
horror film genre,remake,"is a type of horror film that is a remake, as seen in One Missed Call"
japan,country of origin,is where the original 2003 Japanese horror film was made
beth raymond,character,is a character in One Missed Call played by [INSERT NAME HERE]
leann cole,character,is a character in One Missed Call played by [INSERT NAME HERE]
shelley baum,character,is a character in One Missed Call played by [INSERT NAME HERE]
cat,animal,is the pet belonging to Shelley Baum that drowns with her in One Missed Call
koi pond,water body,is located at the residence of Shelley Baum in One Missed Call
funeral,event,is being held for Shelley Baum in One Missed Call
lullaby-esque ringtone,sound,is the ringtone of Leann Cole's cellphone in One Missed Call
voicemail,message,"is a voicemail left for Beth Raymond by Shelley Baum, as seen in One Missed Call"
hallucinations,phenomenon,afflict Leann Cole's character in One Missed Call after she receives the mysterious phone call
leann,beth,"subsequently suffering from disturbing hallucinations, she calls beth while returning from a study session. Beth rushes to her location but arrives just as leann falls off an overpass and is struck by a train."
leann,red candy,a red candy pops out of her mouth
leann,severed hand,her severed hand dials a number on her phone
beth,leann's funeral,"outside a coffee shop, he shows beth leann's post-mortem voicemail, dated minutes away"
brian sousa,leann's funeral,"at leann's funeral, her ex-boyfriend brian sousa departs after experiencing hallucinations"
brian sousa,red candy,a red candy is ejected from his mouth
brian sousa,rebar,a rebar impales brian's torso
jack andrews,taylor anthony,"beth consoles her friend taylor anthony, who is distraught by a premonitory feeling of being the next victim, by removing the batteries from their cellphones to disable them"
taylor anthony,video of her apparent demise,"the following morning, taylor's cellphone rings, which she opens to a video of her apparent demise"
marie layton,calls,"beth and jack research geriatric nurse marie layton, originator of the calls,"
ellie,autopsy report,"the file, mentioning 'no bruising but evidence of past scars' with an attached cps file for further consultation, indicates that jean, a,"
ellie,acute asthmatic episode,"the autopsy report of her eldest daughter ellie, who died from an acute asthmatic episode."
marie,beth,"Marie's spirit ejects and incapacitates Jack, leading Beth to discover Marie's charred corpse clutching a cellphone that awakens and Marie weeps and murmurs, 'Forgive me.'"
beth,jack,Beth tells Jack that Marie might have brought her there to protect her.
laurel,nanny cam,Compact disc from the nanny cam embedded in the eye of Laurel's teddy bear is discovered by Jack at Laurel's foster home.
taylor,unseen force,The unseen force fatally chokes Taylor before Beth arrives at the site.
beth,tv,Beth races to the site after noticing the show's advertisement on TV.
ted summers,ellie,"Ted Summers, a TV producer, approaches Taylor earlier and prepares to record her exorcism, explaining that spiritual energy operates in the same electromagnetic spectrum as light/microwaves and is therefore transmissible via cellular phones from which it manifests as hallucinations. He notes several causes concerning Ellie and her sister Laurel."
ellie,laurel,"Ellie injured Laurel with a knife, but Laurel reveals that Ellie always provided candies."
marie,ellie,Marie discovered Ellie's abusiveness and rushed Laurel to the hospital.
ellie,beth,"Ellie attacks Beth, but Marie's spirit intervenes."
marie,beth,Marie's spirit reconciles with Beth before evanescing.
ellie,phone,Marie binds Ellie in Jack's phone.
jack,ellie,"Somebody knocks on the door, and as Jack peers through the peephole, a knife stabs through it, killing him."
laurel,candies,"Laurel reveals that though Ellie injured her, she always provided candies."
ellie,inhaler,Ellie began pressing wheezingly on the inhaler but was overwhelmed and collapsed.
ellie,millipedes,"The future curse's constituents (millipedes, an uncanny doll of a mother with baby in a perambulator (hallucinations), and the lullaby-esque music emanating from the teddy, audible during every victim's call), before dying from asphyxia."
jack,colleague,A colleague informs him of a new voicemail.
one missed call,j-horror remake sweepstakes,One Missed Call is a weak entry in the J-horror remake sweepstakes.
one missed call,worst-reviewed film of 2008,One Missed Call was awarded the Moldy Tomato Award for being the worst-reviewed film of 2008.
one missed call,bland performances,One Missed Call is undone by bland performances.
one missed call,shopworn shocks,One Missed Call is undone by shopworn shocks.
one missed call,j-horror genre,One Missed Call belongs to the J-horror genre.
one missed call,film,One Missed Call is a film.
one missed call,dvd release,"One Missed Call was released on DVD on April 22, 2008."
one missed call,blu-ray release,"One Missed Call was released on Blu-ray on April 22, 2008."
one missed call,hd dvd release,"One Missed Call was released on HD DVD on April 22, 2008."
life is beautiful,sixx:a.m.,The song 'Life is Beautiful' by Sixx:A.M. Was used in television advertisements for the film.
atlanta,location,"The film began production in Atlanta, Georgia."
one missed call,chakushin ari,Remake of the Japanese horror film Chakushin ari
one missed call (film),generally unfavorable reviews,"Assigned by Metacritic based on 14 critics, indicating reviews for the 2008 film"
one missed call (film),second worst film of the 2000s decade,Ranking behind Ballistic: Ecks vs. Sever according to
one missed call (film),d grade on cinemascore scale of a+ to f,Audiences' response to the 2008 film
one missed call (2008),scream,Criticized for borrowing plot elements from and being similar to Scream
one missed call (2008),final destination,Criticized for borrowing plot elements from and being similar to Final Destination
one missed call (2008),the ring,Criticized for borrowing plot elements from and being similar to The Ring
one missed call (2008),the grudge,Criticized for borrowing plot elements from and being similar to The Grudge
one missed call (2008),dark water,Criticized for borrowing plot elements from and being similar to Dark Water
one missed call (2008),pulse,Criticized for borrowing plot elements from and being similar to Pulse
leann,yumi,Based on the original character in One Missed Call (2003)
beth,yoko,Based on the original character in One Missed Call (2003)
taylor,natsumi,Based on the original character in One Missed Call (2003)
jack,yamashita,Based on the original character in One Missed Call (2003)
brian,kenji,Based on the original character in One Missed Call (2003)
shelley,rina,Based on the original character in One Missed Call (2003)
