node_1,node_2,edge
movie,details,"MOVIE's information or attributes such as cast, crew, genre, plot, etc. Are referred to as DETAILS."
chun-li,street fighter video game series,"The Legend of Chun-Li is a non-canonical spin-off and theatrical tie-in to Street Fighter IV, based upon the Street Fighter video game series produced by Capcom."
chun-li,kristin kreuk,Played by Kristin Kreuk in the film.
street fighter character,chun-li,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.
xiang,chun-li's father,Businessman Xiang teaches wushu to Chun-Li in Hong Kong.
shadaloo,thugs working for shadaloo,"Attacks Chun-Li's family, with Xiang being abducted."
criminal organization,shadaloo,A criminal organization in the film.
san francisco,chun-li,Moves from San Francisco to Hong Kong with her family.
hong kong,chun-li,Learns wushu from her father in Hong Kong.
charlie nash,co-star chris klein,Played by Chris Klein in the film.
balrog,michael clarke duncan,Portrayed by Michael Clarke Duncan in the film.
vega,taboo,Depicted as Vega in the film.
m. bison,neal mcdonough,Appears as M. Bison in the film.
chun-li,gen,"Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father."
chun-li,m. bison,"Chun-Li learns that M. Bison is the crime boss who announced complete control of Shadaloo and had other shareholders executed. She later overhears a conversation between Bison's henchman and a property owner, revealing his involvement in forcing landowners to sign their land over to him."
chun-li,balrog,Chun-Li spies on Balrog and learns more about Bison's operations.
cantana,chun-li,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'."
shadaloo,m. bison,"M. Bison is the crime boss who announced complete control of Shadaloo and had other shareholders executed, which Chun-Li learns while investigating crimes in Bangkok."
royal thai police,maya sunee,Maya Sunee is a Royal Thai Police detective who meets Interpol agent Charlie Nash while investigating murders in Bangkok.
charlie nash,maya sunee,Maya Sunee meets Interpol agent Charlie Nash while investigating murders in Bangkok.
white rose,chun-li,Chun-Li obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya.
white rose,gen,"During lunch, Gen reveals more of Bison's past; he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief."
white rose,harbor employee,A harbor employee tells Chun-Li the arrival time of the White Rose.
chun-li,cantana,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub. She obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya."
chun-li,vega,"Chun-Li is later attacked by Vega, whom she defeats and leaves hanging by the side of a building."
gen,bison's past,"During lunch, Gen reveals more of Bison's past; he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief."
