node_1,node_2,edge
independence day (1996),sequel,The possibility of a sequel to Independence Day (1996) had been discussed as early as 2001.
dean devlin,emmerich,"The film's producer and writer, Dean Devlin, once stated that the world's reaction to the September 11 attacks influenced him to strongly consider making a sequel to the film."
development,script,"Dean Devlin began writing an outline for a script with Emmerich,"
emmerich,idea,"Emmerich had once again had plans for a sequel,"
treatment,script,Devlin and Emmerich had written a treatment for it.
discussions,involvement,"Discussions for Will Smith returning were halted,"
fox,salary,due to Fox's refusal to provide the $50 million salary demanded by Smith for the two sequels.
emmerich,assurances,"Emmerich made assurances that the films would be shot back-to-back,"
devlin,sequel,"reiterated that the Independence Day sequel was still in development,"
script,2012,"and the script would take place in 2012, 16 years after the original film's events."
id: forever – part i,emmerich,"In March 2013, Emmerich stated that the titles of the new films would be ID: Forever – Part I and ID: Forever – Part II."
id: forever – part i,twenty years after the original,When reinforcements of the original alien species arrive at Earth after finally receiving a distress call.
id: forever – part ii,emmerich,"The films will take place twenty years after the original, when reinforcements of the original alien species arrive at Earth after finally receiving a distress call."
smith's character,stepson,"In March 2013, Emmerich stated that the titles of the new films would be ID: Forever – Part I and ID: Forever – Part II. The new films will focus on the next generation of heroes, including the stepson of Smith's character in the original film."
wormholes,id: forever,Emmerich and Devlin mentioned that wormholes would be used as a plot device in ID: Forever.
james vanderbilt,id: forever script,"By February 2014, Vanderbilt had written two variations of the script: one featuring Smith's character in the lead and one with Smith cut out completely."
carter blanchard,id: forever script,"On May 29, 2014, it was announced that the script for the first sequel written by Emmerich and Devlin would be rewritten by Carter Blanchard."
volker engel,id: forever previsualization shots,"On May 29, 2014, it was announced that the script for the first sequel written by Emmerich and Devlin would be rewritten by Carter Blanchard. Twenty previsualization shots produced under effects supervisor Volker Engel were also delivered to Fox along with the revised script."
fox,id: forever greenlit,"On November 26, 2014, Deadline confirmed that Fox had greenlit the single film, and they were in talks with Emmerich to direct the film, while casting was reported to begin after Emmerich's confirmation."
independence day,resurgence,sequel to the original movie
james a. woods,nicolas wright,writing duo who worked on Stargate remake with Emmerich during script development for Independence Day: Resurgence
