node_1,node_2,edge
movie,plot,"MOVIE's PLOT is a sequence of events, situations or circumstances that form the storyline of a MOVIE"
jill sadelstein,jack,Sibling relationship. Jill consistently attempts to harm or repel others from Jack while growing up in the Bronx.
jack,erin,Spousal relationship. Jack is married to Erin.
erin,sofia,Parent-child relationship. Sofia is the biological daughter of Jack and Erin.
erin,gary,Adoptive parent-child relationship. Gary is an adoptive Hindu son of Jack and Erin.
jill sadelstein,los angeles,"Location relationship. Jill visits Jack, who resides in Los Angeles with his family."
jill sadelstein,new york city,Location relationship. Jill inherits her childhood home in New York City following her mother's death.
erin,carter and bitsy simmons,"In-law relationship. Erin's parents, Carter and Bitsy Simmons, visit during Thanksgiving dinner."
jill sadelstein,poopsie,Pet relationship. Jill takes her pet cockatoo Poopsie with her when she visits Jack.
otto,jill sadelstein,"Embarrassment relationship. Jill's behavior embarrasses a homeless guest, Otto, at Thanksgiving dinner."
erin,apology,Demand relationship. Erin demands that Jack apologize to her.
movie,jill,Jack reprimands her and she exits in tears while watching a movie
jill,online dating,"Deciding that Jill needs a romantic partner, Jack encourages her to try online dating"
jill's profile,over 100 responses,"Jack alters her profile and posts it on Craigslist, garnering over 100 responses"
funbucket,jill,"A person nicknamed 'Funbucket' meets her at a high-end restaurant, but only a few minutes into their evening, retreats into the men's restroom and hides there until she leaves"
jill,disgrace,"Jill disgraces herself along with Jack and his colleagues, resulting in her ejection"
al pacino,jill,Pacino ignores Jack but finds himself infatuated with Jill at a Lakers game
jill,oscar statuette,She accidentally destroys his Oscar statuette
felipe,jill,"Felipe's family at their annual fiesta, she immediately connects with everyone"
mexican food,severe case of diarrhea,She suffers a severe case of diarrhea after trying Mexican food for the first time at Felipe's family fiesta
pacino,dunkaccino advertisement,Pacino agrees to work on the Dunkaccino advertisement on the condition that he has another date with Jill
cruise,jill and poopsie,"Jack invites her to accompany him and his family on a cruise, she insists on bringing Poopsie despite the strict policy against pets"
jill,poopsie,"Despite the cruise line's strict policy against pets, Jill insists on bringing Poopsie along, irritating everyone onboard."
jill,pacino,"Jill repeatedly rebuffs Pacino, causing suspicion that her invitation was just to convince him to do the advertisement."
jill,jack,"Jill phones Jack and hears Pacino in the background, dejected she returns home."
jill,monica,"Jill encounters her former schoolmate Monica, who attacks Erin but Jill defends her."
felipe,jill,"After discarding numerous bills that she mistook for junk mail, Jill discovers that the bank has foreclosed on her home, leaving her homeless."
pacino,jill,"At a restaurant in the Bronx on New Year's Eve, Pacino arrives dressed as Don Quixote and reminds Jill that he cares about her but other men deserve her more than he does."
jill,erin,"Monica attacks Erin, but Jill defends her."
