node_1,node_2,edge
bodhi tree,jack mccall,"Bodhi Tree appears in Jack's backyard as a gift from Dr. Sinja, but every word Jack speaks causes a leaf to fall off and when it runs out of leaves, the tree will die along with Jack. Any written words or gestures towards words also count towards his limit, as well as anything that happens to the tree affecting him."
bodhi tree,squirrels,"When squirrels climb the Bodhi Tree, it tickles Jack."
jack mccall,bodhi tree,"When Jack tries to cut down the Bodhi Tree with an axe, a wound appears on him."
gardener,bodhi tree,"When the gardener tries to poison the Bodhi Tree with DDT, Jack gets high on the fumes, and when the gardener tries to water it, Jack starts to sweat and perspire profusely."
caroline,jack mccall,"When Caroline thinks Jack's sudden silence is due to him not loving her anymore, she walks out on him and doesn't believe him when he tries to explain the Bodhi Tree to her."
jack,aaron weisberger,Aaron realizes Jack is telling the truth and goes to his house to keep track of how many leaves remain.
jack's assistant aaron weisberger,tree,Aaron keeps track of how many leaves remain on the tree.
jack,tree,The tree loses most of its leaves due to Jack's singing caused by alcohol consumption.
tree,aaron,Aaron confronts Jack and tackles him to the ground when he doesn't stop speaking and falls asleep.
jack,dr. sinja,Jack confronts Dr. Sinja and asks how to end the curse.
dr. sinja,jack's relationships,The guru tells Jack to make peace in all of his relationships to end the curse.
jack,wife,"Jack tries to reconcile with his wife, but she remains hesitant."
annie,jack's father raymond,"Annie tells Jack, who she thinks is his late father Raymond, that she wishes Jack would stop being angry at his father for walking out on them when he was a kid."
jack,father's grave,"Realizing this is the relationship that needs the most mending, he visits his father's grave."
jack,leaves,Jack expends the last three leaves of the tree with the words 'I forgive you'.
tree,leaves,"With no leaves remaining, Jack suffers a heart attack in a storm."
aaron,tree's leaves,"Aaron calls Jack on his cell phone and tells him the tree's leaves have magically reappeared, so he can now talk freely again."
jack,aaron,"Jack promotes Aaron to his old position, and Aaron helps Jack with making a deal for his book"
a thousand words,book,Jack writes a book called A Thousand Words
bodhi tree,office,"Aaron's smaller office has a Bodhi Tree, which is implied to be a prank since no leaves are shown falling off as Aaron speaks"
jack,caroline,Jack and Caroline get back together
caroline,family-friendly house,"Caroline asks for a family-friendly house, which Jack and Caroline buy with the bodhi tree in their front yard"
